а - буквы русского алфавита {буквы} 	 type:NAN
муштра - Метод военного обучения {Метод} 	 type:NAN
муэдзин - Служитель при мечети {Служитель} 	 type:NPN
мымра - неразговорчивой скучной женщине {женщине} 	 type:AAN 
мышеловка - Приспособление для ловли {Приспособление} 	 type:NPN
мэр - Глава муниципалитета муниципального управления {Глава} 	 type:NNAN 
мюрид - Послушник у мусульман {Послушник} 	 type:NPN
мясорубка - машинка для размалывания {машинка} 	 type:NPN
наваха - длинный складной нож {нож} 	 type:AAN 
навигатор - Специалист по навигации {Специалист} 	 type:NPN
навоз - смесь помета домашнего скота {смесь} 	 type:NNAN 
наволочка - Чехол для подушки {Чехол} 	 type:NPN
наган - Револьвер особой системы {Револьвер} 	 type:NAN
нагорье - участок земной поверхности {участок} 	 type:NAN
нагрузчик - Приспособление для нагрузки {Приспособление} 	 type:NPN
наддув - Усиление подачи горючей смеси {Усиление} 	 type:NNAN 
надкрылья - передние крылья жуков {крылья} 	 type:ANN 
надпись - текст на чем {текст} 	 type:NPN
надпочечники - органов внутренней секреции {органов} 	 type:NAN
наживка - Приманка для рыбы {Приманка} 	 type:NPN
нажин - Количество сжатого хлеба {Количество} 	 type:NAN
накидка - одежда без рукавов {одежда} 	 type:NPN
наковальня - подставка особой формы {подставка} 	 type:NAN
наличник - планка вокруг окна {планка} 	 type:NPN
наматрасник","наматрацник - Чехол для матраса {Чехол} 	 type:NPN
наминка - Заболевание подошвенной части {Заболевание} 	 type:NAN
нанизм - рост (для взрослого {рост} 	 type:NPN
нанизм - низкий карликовый рост {рост} 	 type:AAN 
нанка - грубой хлопчатобумажной ткани {ткани} 	 type:AAN 
наречие - Совокупность местных говоров {Совокупность} 	 type:NAN
нарзан - минеральная лечебная вода {вода} 	 type:AAN 
народничество - движение в России {движение} 	 type:NPN
народность - культурная общность людей {общность} 	 type:ANN 
народовольчество - движение в России {движение} 	 type:NPN
нарукавники - Полурукава (до локтя {Полурукава} 	 type:NPN
нары - Настил из досок {Настил} 	 type:NPN
насекомые - беспозвоночных членистоногих животных {животных} 	 type:AAN 
насилие - Применение физической силы {Применение} 	 type:NAN
наслег - община у якутов {община} 	 type:NPN
наследственность - Свойство живых существ {Свойство} 	 type:NAN
насморк - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
наст - корка на поверхности {корка} 	 type:NPN
настоятельница - Начальница женского монастыря {Начальница} 	 type:NAN
насыпь - возвышение из земли {возвышение} 	 type:NPN
натюрморт - Жанр изобразительного искусства {Жанр} 	 type:NAN
наушники - Части теплой шапки {Части} 	 type:NAN
нахимовец - Воспитанник Нахимовского училища {Воспитанник} 	 type:NAN
национальность - Принадлежность к какой {Принадлежность} 	 type:NPN
небоскреб - высокое многоэтажное здание {здание} 	 type:AAN 
небрежение - отношение к чему {отношение} 	 type:NPN
невежда - малосведущий человек неуч {человек} 	 type:ANN 
невмешательство - Отказ от вмешательства {Отказ} 	 type:NPN
невоздержание - Неумеренность в чем {Неумеренность} 	 type:NPN
неврастения - Расстройство нервной системы {Расстройство} 	 type:NAN
невролог - Специалист в области {Специалист} 	 type:NPN
негативизм - сопротивление со стороны {сопротивление} 	 type:NPN
негритосы - групп Юго-Восточной Азии {групп} 	 type:NAN
негритосы - негроидных этнических групп {групп} 	 type:AAN 
негроид - Представитель негроидной расы {Представитель} 	 type:NAN
недожин - количество чего сжатого {количество} 	 type:NNA 
недоразумение - неполное понимание чего {понимание} 	 type:ANN 
недосуг - Отсутствие свободного времени {Отсутствие} 	 type:NAN
недоуздок - уздечка без удил {уздечка} 	 type:NPN
нежничанье - обращение с кем {обращение} 	 type:NPN
нежничанье - нежное ласковое обращение {обращение} 	 type:AAN 
нейтрино - нейтральная элементарная частица {частица} 	 type:AAN 
нельма - рыба северных рек {рыба} 	 type:NAN
немилость - Отсутствие расположения доброго отношения {Отсутствие} 	 type:NNAN 
ненависть - Чувство сильнейшей вражды {Чувство} 	 type:NAN
непартийность - Непринадлежность к какой {Непринадлежность} 	 type:NPN
неполногласие - старославянского языка сочетания {языка} 	 type:ANN 
неполнота - Отсутствие нужной полноты {Отсутствие} 	 type:NAN
непризнание - Отказ от признания {Отказ} 	 type:NPN
нерадение - отношение к чему {отношение} 	 type:NPN
нерешимость - Состояние нерешительного человека {Состояние} 	 type:NAN
нерка - Рыба рода тихоокеанских лососей {Рыба} 	 type:NNAN 
неряшество - отношение к чему {отношение} 	 type:NPN
несоблюдение - Уклонение от соблюдения {Уклонение} 	 type:NPN
нестроевик - Военнослужащий нестроевых частей {Военнослужащий} 	 type:NAN
несуразица - несуразное нелепое нелепица {нелепица} 	 type:AAN 
неувязка - Несогласованность в чем {Несогласованность} 	 type:NPN
неудача - неблагополучный исход какого {исход} 	 type:ANN 
неурожай - плохой урожай недород {урожай} 	 type:ANN 
нефть - жидкое маслянистое вещество {вещество} 	 type:AAN 
нефтяник - Работник нефтяной промышленности {Работник} 	 type:NAN
нефтянка - Двигатель внутреннего сгорания {Двигатель} 	 type:NAN
нехватка - Отсутствие нужного количества {Отсутствие} 	 type:NAN
нехристь - Человек нехристианской веры {Человек} 	 type:NAN
нивелир - инструмент для нивелирования {инструмент} 	 type:NPN
нигрозин - краска черного цвета {краска} 	 type:NAN
нимфомания - возбудимость у женщин {возбудимость} 	 type:NPN
нимфомания - повышенная половая возбудимость {возбудимость} 	 type:AAN 
нистагм - движения глазных яблок {движения} 	 type:NAN
нитрат - Соль азотной кислоты {Соль} 	 type:NAN
нитрит - Соль азотистой кислоты {Соль} 	 type:NAN
нитроцеллюлоза - Смесь сложных эфиров {Смесь} 	 type:NAN
нобилитет - сословие рабовладельческого класса {сословие} 	 type:NAN
новелла - дополнение к какому {дополнение} 	 type:NPN
новозеландцы - Население Новой Зеландии {Население} 	 type:NAN
новообразование - Появление новых форм {Появление} 	 type:NAN
нога - нижних конечностей человека {конечностей} 	 type:ANN 
нож - Инструмент для резания {Инструмент} 	 type:NPN
ножницы - Инструмент для резания {Инструмент} 	 type:NPN
ножны - Футляр для сабли {Футляр} 	 type:NPN
ноздря - наружных отверстий носа {отверстий} 	 type:ANN 
ноктюрн - лирическое музыкальное произведение {произведение} 	 type:AAN 
номограмма - График геометрических величин {График} 	 type:NAN
нормаль - Перпендикуляр к касательной {Перпендикуляр} 	 type:NPN
носилки - Приспособление для переноски {Приспособление} 	 type:NPN
носорог - травоядное млекопитающее отряда {млекопитающее} 	 type:ANN 
ностальгия - Тоска по родине {Тоска} 	 type:NPN
нота - дипломатическое письменное обращение {обращение} 	 type:AAN 
нота - письменное обращение правительства {обращение} 	 type:ANN 
нота - знак какого музыкального звука {знак} 	 type:NNAN 
нота - графический знак какого {знак} 	 type:ANN 
нотариус - лицо в обязанности {лицо} 	 type:NPN
ноябрь - месяц календарного года {месяц} 	 type:NAN
нравоучение - Внушение нравственных правил {Внушение} 	 type:NAN
нукер - Дружинник монгольской знати {Дружинник} 	 type:NAN
нумератор - Аппарат для нумерования {Аппарат} 	 type:NPN
нунций - представитель папы римского {представитель} 	 type:NNA 
нунций - дипломатический представитель папы {представитель} 	 type:ANN 
нутромер - Прибор для измерения {Прибор} 	 type:NPN
нэп - экономическая политика (см {политика} 	 type:ANN 
о - буквы русского алфавита {буквы} 	 type:NAN
обдирка - механическая обработка заготовок {обработка} 	 type:ANN 
обедня - служба у христиан {служба} 	 type:NPN
обезьянник - Помещение для обезьян {Помещение} 	 type:NPN
обжа - Оглобля у сохи {Оглобля} 	 type:NPN
обилие - большое количество кого {количество} 	 type:ANN 
облатка - Оболочка из желатина {Оболочка} 	 type:NPN
облепиха - колючий ягодный кустарник {кустарник} 	 type:AAN 
облоно - Сокращение слов областной {Сокращение} 	 type:NNA 
облучок - Передок у телеги {Передок} 	 type:NPN
обмет - сеть для ловли {сеть} 	 type:NPN
обмолотки - Остатки от обмолота {Остатки} 	 type:NPN
обогащаемость - Способность (полезных ископаемых {Способность} 	 type:NAN
обогреватель - Прибор для обогревания {Прибор} 	 type:NPN
обойма - Рамка для патронов {Рамка} 	 type:NPN
оборончество - Политика защиты буржуазного государства {Политика} 	 type:NNAN 
обре'зание - обряд у евреев {обряд} 	 type:NPN
обрезок - Остаток от резки {Остаток} 	 type:NPN
обрушение - нарушение устойчивого состояния {нарушение} 	 type:NAN
обсервация - Наблюдение с судна {Наблюдение} 	 type:NPN
обстановка - Совокупность предметов различного назначения {Совокупность} 	 type:NNAN 
обстрел - Стрельба по какой {Стрельба} 	 type:NPN
обструкционизм - Ведение политической борьбы {Ведение} 	 type:NAN
обструкция - срыв чего (парламентского заседания {срыв} 	 type:NNAN 
обтюрация - Устранение прорыва пороховых газов {Устранение} 	 type:NNAN 
обувь - Изделие из кожи {Изделие} 	 type:NPN
объедки - Остатки от еды {Остатки} 	 type:NPN
объездчик - Сторож большого участка {Сторож} 	 type:NAN
обязанность - круг обязательных действий {круг} 	 type:NAN
овин - Строение для сушки {Строение} 	 type:NPN
овощеводство - Отрасль сельского хозяйства {Отрасль} 	 type:NAN
овощехранилище - Помещение для хранения {Помещение} 	 type:NPN
овраг - впадина на поверхности {впадина} 	 type:NPN
овсянка - птица отряда воробьиных {птица} 	 type:NNA 
овчарка - Порода служебных собак {Порода} 	 type:NAN
огнемет - Оружие ближнего действия {Оружие} 	 type:NAN
огнетушитель - прибор для тушения {прибор} 	 type:NPN
огнищанин - Представитель высшего слоя {Представитель} 	 type:NAN
огородничество - Разведение огородных культур {Разведение} 	 type:NAN
огурец - травянистое огородное растение {растение} 	 type:AAN 
одежина - предмет из одежды {предмет} 	 type:NPN
одеколон - раствор душистых веществ {раствор} 	 type:NAN
одиночество - Состояние одинокого человека {Состояние} 	 type:NAN
однодворец - крестьянин особой группы {крестьянин} 	 type:NAN
одночасье - короткий промежуток времени {промежуток} 	 type:ANN 
одонтология - терапевтического раздела стоматологии {раздела} 	 type:ANN 
озонатор - Прибор для озонирования {Прибор} 	 type:NPN
ойкумена - Территория земного шара {Территория} 	 type:NAN
окарина - народный музыкальный инструмент {инструмент} 	 type:AAN 
океан - водное пространство Земли {пространство} 	 type:ANN 
океанавт - Исследователь океанских глубин {Исследователь} 	 type:NAN
океанограф - Специалист по океанографии {Специалист} 	 type:NPN
океанолог - Специалист по океанологии {Специалист} 	 type:NPN
окклюзия - Соотношение зубов верхней {Соотношение} 	 type:NNA 
околица - Изгородь вокруг деревни {Изгородь} 	 type:NPN
окольничий - высших боярских чинов {чинов} 	 type:AAN 
окрол - Роды у крольчихи {Роды} 	 type:NPN
окрошка - кушанье из кваса {кушанье} 	 type:NPN
октябрь - месяц календарного года {месяц} 	 type:NAN
окучник - орудие для окучивания {орудие} 	 type:NPN
оливин - Минерал желто-зеленого цвета {Минерал} 	 type:NAN
оляпка - птица отряда воробьиных {птица} 	 type:NNA 
ом - Единица измерения электрического сопротивления {Единица} 	 type:NNAN 
омега - буквы греческого алфавита {буквы} 	 type:NAN
омметр - Прибор для измерения {Прибор} 	 type:NPN
омонимия - совпадение слов различных {совпадение} 	 type:NNA 
омшаник - помещение для зимовки {помещение} 	 type:NPN
омыление - Реакция разложения органических соединений {Реакция} 	 type:NNAN 
ономастика - Совокупность собственных имен {Совокупность} 	 type:NAN
онуча - Кусок плотной материи {Кусок} 	 type:NAN
опахало - Приспособление из веток {Приспособление} 	 type:NPN
опашень - долгополый летний кафтан {кафтан} 	 type:AAN 
опилки - порошкообразные частицы материала {частицы} 	 type:ANN 
описательство - Манера описательного повествования {Манера} 	 type:NAN
опоздание - Нарушение установленного срока {Нарушение} 	 type:NAN
опока - Ящик без дна {Ящик} 	 type:NPN
оползень - Отрыв поверхностных пластов {Отрыв} 	 type:NAN
опорос - Роды у свиньи {Роды} 	 type:NPN
опреснитель - Устройство для очистки {Устройство} 	 type:NPN
опробковение - Изменение оболочек растительных клеток {Изменение} 	 type:NNAN 
опрокидыватель - Устройство для разгрузки {Устройство} 	 type:NPN
оптик - Специалист в области {Специалист} 	 type:NPN
оранжерея - помещение для выращивания {помещение} 	 type:NPN
оратория - произведение для хора {произведение} 	 type:NPN
ораторство - Произнесение публичных речей {Произнесение} 	 type:NAN
орбита - Путь движения небесного тела {Путь} 	 type:NNAN 
орга'н - инструмент больших размеров {инструмент} 	 type:NAN
орга'н - клавишный музыкальный инструмент {инструмент} 	 type:AAN 
орда - монгольских феодальных государств {государств} 	 type:AAN 
ординарец - Офицер для поручений {Офицер} 	 type:NPN
ординаторская - Комната для врачей {Комната} 	 type:NPN
ординатура - аспирантуры ординатора ординарного профессора {аспирантуры} 	 type:NNAN 
ординатура - практической медицинской аспирантуры {аспирантуры} 	 type:AAN 
ординатура - медицинской аспирантуры ординатора {аспирантуры} 	 type:ANN 
орел - сильная хищная птица {птица} 	 type:AAN 
оркестр - Совокупность музыкальных инструментов {Совокупность} 	 type:NAN
орнитолог - Специалист по орнитологии {Специалист} 	 type:NPN
орт - подземная горная выработка {выработка} 	 type:AAN 
ортодокс - Человек ортодоксальных взглядов {Человек} 	 type:NAN
оружие - Орудие для нападения {Орудие} 	 type:NPN
осветитель - Лицо на обязанности {Лицо} 	 type:NPN
освещенность - Отношение светового потока {Отношение} 	 type:NAN
осот - сорных травянистых растений {растений} 	 type:AAN 
оспопрививание - Прививка противооспенной вакцины {Прививка} 	 type:NAN
остеолог - Специалист по остеологии {Специалист} 	 type:NPN
остеома - опухоль костной ткани {опухоль} 	 type:NAN
остеомиелит - воспаление костного мозга {воспаление} 	 type:NAN
остервенение - Состояние крайней ярости {Состояние} 	 type:NAN
остол - шест для управления {шест} 	 type:NPN
острие - заостренный колющий конец {конец} 	 type:AAN 
острие - колющий конец чего {конец} 	 type:ANN 
острогубцы - щипцы для отрезывания {щипцы} 	 type:NPN
осциллограф - прибор для наблюдения {прибор} 	 type:NPN
осыпь - Обломки горных пород {Обломки} 	 type:NAN
осьмина - мера сыпучих тел {мера} 	 type:NAN
осьминник - мера земельной площади {мера} 	 type:NAN
осьминог - животное из отряда {животное} 	 type:NPN
отбеливатель - Средство для отбеливания {Средство} 	 type:NPN
отбойка - Отделение кусков полезного ископаемого {Отделение} 	 type:NNAN 
отвертка - Инструмент для завинчивания {Инструмент} 	 type:NPN
отволока - инструмент для проведения {инструмент} 	 type:NPN
отдушина - Отверстие для выхода {Отверстие} 	 type:NPN
отек - Опухоль вследствие скопления {Опухоль} 	 type:NPN
отел - Роды у коровы {Роды} 	 type:NPN
откормочник - помещение для содержания {помещение} 	 type:NPN
открывалка - Инструмент для открывания {Инструмент} 	 type:NPN
отрепки - Остатки от обработки {Остатки} 	 type:NPN
отроек - старого рой пчел {рой} 	 type:ANN 
отруби - Отходы мукомольного производства {Отходы} 	 type:NAN
отряд - войсковая группа людей {группа} 	 type:ANN 
отсевки - Остатки от просеивания {Остатки} 	 type:NPN
отшиб - стороне от других {стороне} 	 type:NPN
отщепенство - Откол от какой {Откол} 	 type:NPN
охабень - широкая верхняя одежда {одежда} 	 type:AAN 
очаг - Устройство для разведения {Устройство} 	 type:NPN
очерет - болотное растение род {растение} 	 type:ANN 
очечник - Футляр для очков {Футляр} 	 type:NPN
ошибка - Неправильность в какой {Неправильность} 	 type:NPN
паволока - нарядной привозной ткани {ткани} 	 type:AAN 
пагода - мемориальное буддийское сооружение {сооружение} 	 type:AAN 
падекатр - танец четырехдольного размера {танец} 	 type:NAN
падеспань - танец трехдольного размера {танец} 	 type:NAN
пал - пожар лесных площадей {пожар} 	 type:NAN
палас - ковер без ворса {ковер} 	 type:NPN
палатализация - Произношение согласных звуков {Произношение} 	 type:NAN
палаццо - дворец (в Италии {дворец} 	 type:NPN
палеограф - Специалист по палеографии {Специалист} 	 type:NPN
палеолит - период каменного века {период} 	 type:NAN
палеонтолог - Специалист по палеонтологии {Специалист} 	 type:NPN
палец - подвижных конечных частей {частей} 	 type:AAN 
палец - конечных частей кисти {частей} 	 type:ANN 
палея - памятников древнерусской письменности {памятников} 	 type:NAN
палисадник - сквозной забор изгородь {забор} 	 type:ANN 
памфлет - произведение остросатирического характера {произведение} 	 type:NAN
памятка - Свод кратких наставлений {Свод} 	 type:NAN
панагия - знак православных епископов {знак} 	 type:NAN
панама - летней шляпы ткани {шляпы} 	 type:ANN 
панбархат - ткань род тонкого бархата {ткань} 	 type:NNAN 
панбархат - ворсовая ткань род {ткань} 	 type:ANN 
пандури - трехструнный музыкальный инструмент {инструмент} 	 type:AAN 
пандус - плоскость у входа {плоскость} 	 type:NPN
панель - Дорожка для пешеходов {Дорожка} 	 type:NPN
панибратство - обращение с кем {обращение} 	 type:NPN
панкреатит - Воспаление поджелудочной железы {Воспаление} 	 type:NAN
пантограф - Прибор для снятия {Прибор} 	 type:NPN
пантолеты - легких женских туфель {легких} 	 type:NAN
пантомима - представление без слов {представление} 	 type:NPN
пантомимика - Совокупность движений человеческого тела {Совокупность} 	 type:NNAN 
панты - рога пятнистых оленей {рога} 	 type:NAN
папа - глава римско-католической церкви {глава} 	 type:NAN
папирус - растение для письма {растение} 	 type:NPN
папка - Обложка из картона {Обложка} 	 type:NPN
папоротникообразные - высших споровых растений {растений} 	 type:AAN 
папство - Система центрального управления {Система} 	 type:NAN
папуасы - население Новой Гвинеи {население} 	 type:NAN
папуша - Связка табачных листьев {Связка} 	 type:NAN
парабола - Линия пересечения круглого конуса {Линия} 	 type:NNAN 
паразитолог - Специалист по паразитологии {Специалист} 	 type:NPN
параллель - линия различных устройств {линия} 	 type:NAN
паркет - дощечки для настилки {дощечки} 	 type:NPN
парламент - законодательное представительное собрание {собрание} 	 type:AAN 
парламентаризм - Система государственного управления {Система} 	 type:NAN
пароварка - Кастрюля для приготовления {Кастрюля} 	 type:NPN
паровозостроение - Отрасль транспортного машиностроения {Отрасль} 	 type:NAN
парогенератор - Аппарат для производства {Аппарат} 	 type:NPN
паромер - Прибор для измерения {Прибор} 	 type:NPN
пароохладитель - Прибор для регулирования {Прибор} 	 type:NPN
пароперегреватель - Устройство для получения {Устройство} 	 type:NPN
паротит - Воспаление околоушной железы {Воспаление} 	 type:NAN
парсек - Единица измерения звездных расстояний {Единица} 	 type:NNAN 
партер - этаж зрительного зала {этаж} 	 type:NAN
партиец - Член Коммунистической партии {Член} 	 type:NAN
партизан - Участник партизанской борьбы {Участник} 	 type:NAN
партийность - Принадлежность к партии {Принадлежность} 	 type:NPN
партикуляризм - Стремление отдельных частей {Стремление} 	 type:NAN
парткабинет - Кабинет политического просвещения {Кабинет} 	 type:NAN
парторганизация - организация Коммунистической партии {организация} 	 type:NAN
парусина - ткань полотняного переплетения {ткань} 	 type:NAN
парфюмер - Работник парфюмерного производства {Работник} 	 type:NAN
пасочница - пирамиды для изготовления {пирамиды} 	 type:NPN
паспортист - Работник паспортного отдела {Работник} 	 type:NAN
пассивизация - Создание тонкой пленки {Создание} 	 type:NAN
пастеризатор - Аппарат для пастеризации {Аппарат} 	 type:NPN
пастеризация - Нагревание пищевых продуктов {Нагревание} 	 type:NAN
пастилка - Конфета из пастилы {Конфета} 	 type:NPN
пасть - Западня для ловли {Западня} 	 type:NPN
пасть - Рот зверя рыбы {Рот} 	 type:NNA 
пасха - иудейский религиозный праздник {праздник} 	 type:AAN 
патетика - тон в чем {тон} 	 type:NPN
патефон - граммофон без рупора {граммофон} 	 type:NPN
патлы - непричесанные растрепанные пряди {пряди} 	 type:AAN 
патлы - растрепанные пряди волос {пряди} 	 type:ANN 
патока - тягучее сладкое вещество {вещество} 	 type:AAN 
патриархальщина - Пережитки старины патриархальных отношений {Пережитки} 	 type:NNAN 
патриаршество - Система церковного управления {Система} 	 type:NAN
патриотизм - Любовь к родине {Любовь} 	 type:NPN
патриций - Представитель привилегированного сословия {Представитель} 	 type:NAN
патронаж - Покровительство со стороны {Покровительство} 	 type:NPN
патронесса - покровительница какого благотворительного учреждения {покровительница} 	 type:NNAN 
патруль - отряд воинского подразделения {отряд} 	 type:NAN
паузок - судно для перевозки {судно} 	 type:NPN
пачули - тропическое полукустарниковое растение {растение} 	 type:AAN 
паяльник - Приспособление для паяния {Приспособление} 	 type:NPN
педвуз - высшее учебное заведение {заведение} 	 type:AAN 
педпрактика - практика (у студентов {практика} 	 type:NPN
пекарня - предприятие для выпечки {предприятие} 	 type:NPN
пеларгония - полукустарниковое ветвистое растение {растение} 	 type:AAN 
пеленашка - Ребенок грудного возраста {Ребенок} 	 type:NAN
пеленгатор - Прибор для пеленгации {Прибор} 	 type:NPN
пемза - вулканическая горная порода {порода} 	 type:AAN 
пена - масса на поверхности {масса} 	 type:NPN
пенка - огнестойкий пористый минерал {минерал} 	 type:AAN 
пеночка - птичка отряда воробьиных {птичка} 	 type:NNA 
пеночка - певчая птичка отряда {птичка} 	 type:ANN 
пенька - волокно из стеблей {волокно} 	 type:NPN
пенькопрядение - Изготовление пеньковой пряжи {Изготовление} 	 type:NAN
пеон - стопа античной метрики {стопа} 	 type:NAN
пепелище - Место пожара пожарище {Место} 	 type:NNA 
пеплум - одежда древних гречанок {одежда} 	 type:NAN
пептон - Продукт первичного распада {Продукт} 	 type:NAN
первенство - место в чем {место} 	 type:NPN
первооткрывательство - Открытие новых земель {Открытие} 	 type:NAN
первопричина - исходная причина чего {причина} 	 type:ANN 
первопуток - зимний санный путь {путь} 	 type:AAN 
перевыборы - выборы руководящего органа {выборы} 	 type:NAN
перевясло - соломы для перевязки {соломы} 	 type:NPN
перегружатель - Механизм для перегрузки {Механизм} 	 type:NPN
передник - Одежда различного покроя {Одежда} 	 type:NAN
передряга - тяжелое неприятное положение {положение} 	 type:AAN 
перекати-поле - растений после созревания {растений} 	 type:NPN
перекись - степень окисления химического элемента {степень} 	 type:NNAN 
переключатель - Приспособление для переключения {Приспособление} 	 type:NPN
перекристаллизация - Изменение кристаллического строения {Изменение} 	 type:NAN
перекур - перерыв для курения {перерыв} 	 type:NPN
перемирие - прекращение военных действий {прекращение} 	 type:NAN
перерожденчество - Утрата прежнего мировоззрения {Утрата} 	 type:NAN
пересыпь - вал из гальки {вал} 	 type:NPN
переярок - Животное прошлогоднего выводка {Животное} 	 type:NAN
перископ - прибор для наблюдения {прибор} 	 type:NPN
перистальтика - сокращения стенок полых органов {сокращения} 	 type:NNAN 
перистальтика - ритмические сокращения стенок {сокращения} 	 type:ANN 
перицентр - Точка орбиты небесного тела {Точка} 	 type:NNAN 
перкаль - хлопчатобумажная техническая ткань {ткань} 	 type:AAN 
перо - образование у птиц {образование} 	 type:NPN
перочистка - Приспособление для чистки {Приспособление} 	 type:NPN
перстень - Кольцо с каким {Кольцо} 	 type:NPN
перхоть - частички роговых клеток {частички} 	 type:NAN
перчатки - Изделия из ткани {Изделия} 	 type:NPN
перчинка - Крупинка молотого перца {Крупинка} 	 type:NAN
пескомойка - Аппарат для очистки {Аппарат} 	 type:NPN
песня - произведение для пения {произведение} 	 type:NPN
песок - крупинки твердых минералов {крупинки} 	 type:NAN
песочница - Прибор для посыпания {Прибор} 	 type:NPN
пестициды - препараты для борьбы {препараты} 	 type:NPN
песчаник - Суслик желтой окраски {Суслик} 	 type:NAN
печенеги - Союз племен тюркского происхождения {Союз} 	 type:NNAN 
печеночница - цветущее вечнозеленое растение {растение} 	 type:AAN 
печь - сооружение для отопления {сооружение} 	 type:NPN
пешка - Фигура низшей ценности {Фигура} 	 type:NAN
пиала - чашка без ручки {чашка} 	 type:NPN
пигментация - Окраска тканей живых организмов {Окраска} 	 type:NNAN 
пикет - старинной карточной игры {игры} 	 type:AAN 
пикнометр - Прибор для определения {Прибор} 	 type:NPN
пиктография - письма при помощи {письма} 	 type:NPN
пилка - пила для ногтей {пила} 	 type:NPN
пилорама - Станок для распиловки {Станок} 	 type:NPN
пилотка - убор у военнослужащих {убор} 	 type:NPN
пилотка - форменный головной убор {убор} 	 type:AAN 
пимы - меховые сапоги Сибири {сапоги} 	 type:ANN 
пинетки - Башмачки для детей {Башмачки} 	 type:NPN
пинчер - Порода небольших собак {Порода} 	 type:NAN
пионервожатый - Руководитель пионерского отряда {Руководитель} 	 type:NAN
пипка - курительная трубка шланга {трубка} 	 type:ANN 
пирог - изделие из теста {изделие} 	 type:NPN
пирожное - изделие небольших размеров {изделие} 	 type:NAN
пирометр - Прибор для измерения {Прибор} 	 type:NPN
пирометрия - Совокупность оптических методов {Совокупность} 	 type:NAN
пироп - камень красного цвета {камень} 	 type:NAN
писсуар - раковина в уборной {раковина} 	 type:NPN
пистолет - оружие для стрельбы {оружие} 	 type:NPN
пистолет - ручное огнестрельное оружие {оружие} 	 type:AAN 
пистолет-пулемет - оружие ближнего боя {оружие} 	 type:NAN
пистолет-пулемет - автоматическое скорострельное оружие {оружие} 	 type:AAN 
пистоль - испанская золотая монета {монета} 	 type:AAN 
письменность - Система графических знаков {Система} 	 type:NAN
письмоводство - Ведение канцелярских дел {Ведение} 	 type:NAN
питомник - Место для разведения {Место} 	 type:NPN
пищевик - Работник пищевой промышленности {Работник} 	 type:NAN
пищик - Дудочка для приманки {Дудочка} 	 type:NPN
пищуха - птица отряда воробьиных {птица} 	 type:NNA 
пищуха - певчая птица отряда {птица} 	 type:ANN 
плавник - Обломки деревьев разбитых судов {Обломки} 	 type:NNAN 
плазмотрон - Устройство для получения {Устройство} 	 type:NPN
плакетка - Произведение медальерного искусства {Произведение} 	 type:NAN
планеродром - Площадка для взлета {Площадка} 	 type:NPN
планетолог - Специалист по планетологии {Специалист} 	 type:NPN
планиметр - прибор для измерения {прибор} 	 type:NPN
планиметрия - Раздел элементарной геометрии {Раздел} 	 type:NAN
плантация - капиталистическое земледельческое хозяйство {хозяйство} 	 type:AAN 
планшайба - Принадлежность металлорежущего станка {Принадлежность} 	 type:NAN
пластика - Искусство создания объемных изображений {Искусство} 	 type:NNAN 
пластилин - масса из глины {масса} 	 type:NPN
пластина - полоса какого твердого {полоса} 	 type:NNA 
платонизм - направление в философии {направление} 	 type:NPN
плашкоут - судно для перевозки {судно} 	 type:NPN
плащ - одежда без рукавов {одежда} 	 type:NPN
плебей - Представитель низшего сословия {Представитель} 	 type:NAN
пленэр - Передача воздушной среды {Передача} 	 type:NAN
плесень - налет на чем {налет} 	 type:NPN
плиссе - складки на материи {складки} 	 type:NPN
плица - Лопасть пароходного колеса {Лопасть} 	 type:NAN
плодосушилка - Машина для сушки {Машина} 	 type:NPN
плодохранилище - Помещение для хранения {Помещение} 	 type:NPN
пломбир - Приспособление для накладывания {Приспособление} 	 type:NPN
плотномер - Прибор для измерения {Прибор} 	 type:NPN
площадка - ровный участок земли {участок} 	 type:ANN 
плюмаж - Украшение из перьев {Украшение} 	 type:NPN
плющилка - машина для подбора {машина} 	 type:NPN
пневматика - Совокупность пневматических механизмов {Совокупность} 	 type:NAN
