абажур - Колпак для лампы {Колпак} 	 type:NPN
парламент - законодательное представительное собрание {собрание} 	 type:AAN 
парламент - нек международных съездов {нек} 	 type:NAN
пародия - сатирическое подражание кому {подражание} 	 type:ANN 
пароль - условное слово (слова {слово} 	 type:ANN 
паром - сооружение для перевозки {сооружение} 	 type:NPN
партер - этаж зрительного зала {этаж} 	 type:NAN
партийность - Принадлежность к партии {Принадлежность} 	 type:NPN
партия - организация какого общественного слоя {организация} 	 type:NNAN 
партия - Всесоюзная коммунистическая партия {партия} 	 type:AAN 
партия - коммунистическая партия (большевиков {партия} 	 type:ANN 
партнёр - Участник какой совместной деятельности {Участник} 	 type:NNAN 
парусник - бабочка яркой окраски {бабочка} 	 type:NAN
парфюмер - Работник парфюмерного производства {Работник} 	 type:NAN
парча - узорчатая шелковая ткань {ткань} 	 type:AAN 
пассаж - Фрагмент музыкального произведения {Фрагмент} 	 type:NAN
пасьянс - раскладка игральных карт {раскладка} 	 type:NAN
патология - отклонение от нормы {отклонение} 	 type:NPN
патриарх - Старейшина рода родовой общины {Старейшина} 	 type:NNAN 
патриарх - глава церковной иерархии {глава} 	 type:NAN
патронаж - оказание лечебно помощи {оказание} 	 type:NAN
патронесса - Покровительница благотворительного учреждения {Покровительница} 	 type:NAN
патрубок - трубка для отвода {трубка} 	 type:NPN
паутинка - вязаное изделие Платок {изделие} 	 type:ANN 
паяльник - инструмент для паяния {инструмент} 	 type:NPN
педаль - устройство для управления {устройство} 	 type:NPN
пеленгатор - Прибор для пеленгации {Прибор} 	 type:NPN
пеликан - Крупная водоплавающая птица {птица} 	 type:AAN 
пельмени - ень Род маленьких пирожков {ень} 	 type:NNAN 
пелёнка - простынка С пеленок {простынка} 	 type:NPN
пемза - пористая вулканическая порода {порода} 	 type:AAN 
пенал - коробочка для ручек {коробочка} 	 type:NPN
пенка - пористая горная порода {порода} 	 type:AAN 
пенни - мелкая разменная монета {монета} 	 type:AAN 
пенсне - Очки без дужек {Очки} 	 type:NPN
пенька - волокно из конопли {волокно} 	 type:NPN
пеньюар - женский утренний капот {капот} 	 type:AAN 
пеньюар - накидка из ткани {накидка} 	 type:NPN
пепельница - тарелочки для окурков {тарелочки} 	 type:NPN
пепси-кола - Тонизирующий прохладительный напиток {напиток} 	 type:AAN 
первач - Продукт лучшего качества {Продукт} 	 type:NAN
первенство - место по каким {место} 	 type:NPN
первоисточник - основной источник каких {источник} 	 type:ANN 
первопричина - исходная причина чего {причина} 	 type:ANN 
пергамент - кожа молодых животных {кожа} 	 type:NAN
перегородка - преградой между чем {преградой} 	 type:NPN
передатчик - Аппарат для передачи {Аппарат} 	 type:NPN
передок - повозка для снарядов {повозка} 	 type:NPN
передряга - хлопотливое затруднительное дело {дело} 	 type:AAN 
передышка - Перерыв в какой {Перерыв} 	 type:NPN
перекати-поле - Травянистое растение степей {растение} 	 type:ANN 
переключатель - Прибор для переключения {Прибор} 	 type:NPN
перелог - время без обработки {время} 	 type:NPN
перепелятник - Охотник на перепелов {Охотник} 	 type:NPN
перерасход - сумма Большой п {сумма} 	 type:NAN
перерождение - Утрата прежнего мировоззрения {Утрата} 	 type:NAN
пересмешник - Птица отряда воробьиных {Птица} 	 type:NNA 
перестройка - начало коренного изменения {начало} 	 type:NAN
пересуд - Вторичное судебное разбирательство {разбирательство} 	 type:AAN 
переход - норма походного движения {норма} 	 type:NAN
перец - язвительном насмешливом человеке {человеке} 	 type:AAN 
периметр - граница плоской фигуры {граница} 	 type:NAN
период - законченный фрагмент текста {фрагмент} 	 type:ANN 
перископ - прибор для наблюдений {прибор} 	 type:NPN
перистальтика - сокращения стенок полых {сокращения} 	 type:NNA 
перламутр - внутренний слой раковин {слой} 	 type:ANN 
перо - выгнутая стальная пластинка {пластинка} 	 type:AAN 
перо - появления стальных перьев {появления} 	 type:NAN
перфоратор - Устройство для записи {Устройство} 	 type:NPN
перфоратор - Устройство для пробивания {Устройство} 	 type:NPN
перфоратор - Машина для бурения {Машина} 	 type:NPN
песета - единица в Испании {единица} 	 type:NPN
песня - произведение для исполнения {произведение} 	 type:NPN
песок - осадочная горная порода {порода} 	 type:AAN 
пессимист - Человек пессимистического склада {Человек} 	 type:NAN
печатник - Работник полиграфической промышленности {Работник} 	 type:NAN
печень - железа у животных {железа} 	 type:NPN
печенье - изделие из кусочков {изделие} 	 type:NPN
пивная - заведение с распивочной {заведение} 	 type:NPN
пигалица - невзрачном низкорослом человеке {человеке} 	 type:AAN 
пижон - франтоватый молодой человек {человек} 	 type:AAN 
пик - Остроконечная вершина горы {вершина} 	 type:ANN 
пикап - автомобиль для перевозки {автомобиль} 	 type:NPN
пилка - Напильник для ногтей {Напильник} 	 type:NPN
пиломатериалы - Материалы из древесины {Материалы} 	 type:NPN
пилотаж - Маневрирование летательного аппарата {Маневрирование} 	 type:NAN
пилотка - убор без полей {убор} 	 type:NPN
пилотка - матерчатый головной убор {убор} 	 type:AAN 
пилюля - шарик для приема {шарик} 	 type:NPN
пимы - меховые сапоги торбаса {сапоги} 	 type:ANN 
пионер - Член детской организации {Член} 	 type:NAN
пирамида - Станок для хранения {Станок} 	 type:NPN
пирога - лодка у индейцев {лодка} 	 type:NPN
пирожное - изделие небольшого размера {изделие} 	 type:NAN
пирожок - пирог удлиненной формы {пирог} 	 type:NAN
пирожок - шапка без полей {шапка} 	 type:NPN
пирс - сооружение для швартовки {сооружение} 	 type:NPN
пируэт - полный круговой поворот {поворот} 	 type:AAN 
писец - переписчик рукописей рукописных книг {переписчик} 	 type:NNAN 
писсуар - Раковина в уборной {Раковина} 	 type:NPN
пистолет - оружие для стрельбы {оружие} 	 type:NPN
пистоль - испанская золотая монета {монета} 	 type:AAN 
письменность - Совокупность письменных памятников {Совокупность} 	 type:NAN
письмо - Система графических знаков {Система} 	 type:NAN
письмо - Манера художественного изображения {Манера} 	 type:NAN
питекантроп - человек в эволюции {человек} 	 type:NPN
пищеблок - Предприятие общественного питания {Предприятие} 	 type:NAN
пищевик - Работник пищевой промышленности {Работник} 	 type:NAN
пищеводдел пищеварительной системы - трубчатый мышечный орган {орган} 	 type:AAN 
пищик - Дудка для подманивания {Дудка} 	 type:NPN
плавание - Передвижение по поверхности {Передвижение} 	 type:NPN
плавучесть - Способность плавучего средства {Способность} 	 type:NAN
плакун-трава - нек многолетних трав {нек} 	 type:NAN
планшет - устройство для отображения {устройство} 	 type:NPN
планёр - Безмоторный летательный аппарат {аппарат} 	 type:AAN 
планёрка - Короткое рабочее совещание {совещание} 	 type:AAN 
пласт - плоский слой чего {слой} 	 type:ANN 
пластика - Искусство ритмических движений {Искусство} 	 type:NAN
пластика - методов пластических операций {методов} 	 type:NAN
пластилин - материал для лепки {материал} 	 type:NPN
пластинка - глубоких продольных рубчиков {рубчиков} 	 type:AAN 
пластырь - Кусок плотного материала {Кусок} 	 type:NAN
плата - пластина для установки {пластина} 	 type:NPN
платина - тугоплавкий блестящий металл {металл} 	 type:AAN 
платформа - программа партии общественной группировки {программа} 	 type:NNAN 
плаун - травя споровое растение {растение} 	 type:AAN 
плафон - абажура для светильника {абажура} 	 type:NPN
плач - обрядовая жалобная песня {песня} 	 type:AAN 
плашкоут - судно для перевозки {судно} 	 type:NPN
плащ - одежда без рукавов {одежда} 	 type:NPN
плащ-палатка - плащ-палатки У военнослужащих {плащ-палатки} 	 type:NPN
плащаница - церковном пасхальном обряде {обряде} 	 type:AAN 
плевательница - Сосуд для сплевывания {Сосуд} 	 type:NPN
племя - общность людей связанных {общность} 	 type:NNA 
племя - социальная общность людей {общность} 	 type:ANN 
пленэр - Воспроизведение в живописи {Воспроизведение} 	 type:NPN
пленэр - обстановка вне помещения {обстановка} 	 type:NPN
плетёнка - Плетеное изделие Сумка {изделие} 	 type:ANN 
плита - прямоугольный кусок металла {кусок} 	 type:ANN 
плитка - плоский четырехугольный предмет {предмет} 	 type:AAN 
плитка - прибор для приготовления {прибор} 	 type:NPN
плитка - газовый переносной прибор {прибор} 	 type:AAN 
плица - Лопасти пароходного колеса {Лопасти} 	 type:NAN
плодоводство - Разведение плодовых растений {Разведение} 	 type:NAN
плодопад - Падение спелых плодов {Падение} 	 type:NAN
плоскость - -ей В геометрии {-ей} 	 type:NPN
плотность - Масса единичного объема {Масса} 	 type:NAN
площадка - ровный участок земли {участок} 	 type:ANN 
площадка - ровное пространство П {пространство} 	 type:ANN 
площадка - помещение у входа {помещение} 	 type:NPN
площадь - место (в городе {место} 	 type:NPN
плывун - суглинистый слой подпочвы {слой} 	 type:ANN 
плюмаж - Украшение из перьев {Украшение} 	 type:NPN
плёс - Широкое водное пространство {пространство} 	 type:AAN 
побасёнка - Короткий занимательный рассказ {рассказ} 	 type:AAN 
побег - Бегство из места {Бегство} 	 type:NPN
побелка - Краска для беления {Краска} 	 type:NPN
побратимство - славянский обычай закрепления {обычай} 	 type:ANN 
побывальщина - Повествование о каких {Повествование} 	 type:NPN
побывка - Приезд к кому {Приезд} 	 type:NPN
повествование - рассказ о каких {рассказ} 	 type:NPN
повилика - растение без листьев {растение} 	 type:NPN
повинность - государственная обязанность населения {обязанность} 	 type:ANN 
повозка - средство в к {средство} 	 type:NPN
повойник - убор русских крестьянок {убор} 	 type:NAN
повойник - убор замужней женщины {убор} 	 type:NAN
повойник - русский головной убор {убор} 	 type:AAN 
погань - поганая вещь вещи {вещь} 	 type:ANN 
пограничник - Военнослужащий пограничных войск {Военнослужащий} 	 type:NAN
погром - выступление против какой {выступление} 	 type:NPN
погрузчик - машина для погрузки {машина} 	 type:NPN
подберёзовик - Съедобный трубчатый гриб {гриб} 	 type:AAN 
подборщик - Механизм для подбора {Механизм} 	 type:NPN
подвид - Подвиды животных растений {Подвиды} 	 type:NAN
подголовник - Опора для головы {Опора} 	 type:NPN
подгруппа - Подразделение внутри группы {Подразделение} 	 type:NPN
подиум - высокое прямоугольное основание {основание} 	 type:AAN 
подиум - прямоугольное основание храма {основание} 	 type:ANN 
подиум - Возвышение для натурщика {Возвышение} 	 type:NPN
подлокотник - Ручка у кресла {Ручка} 	 type:NPN
подмостки - Настил из досок {Настил} 	 type:NPN
подмышник - Кусок плотной ткани {Кусок} 	 type:NAN
подножка - Ступенька для входа {Ступенька} 	 type:NPN
подогреватель - Прибор для подогревания {Прибор} 	 type:NPN
подозрение - Предположение о возможности {Предположение} 	 type:NPN
подойник - Сосуд в к {Сосуд} 	 type:NPN
подонки - преступные деклассированные элементы {элементы} 	 type:AAN 
подонки - деклассированные элементы П {элементы} 	 type:ANN 
подоплёка - тайная причина чего {причина} 	 type:ANN 
подпалина - пятно на шерсти {пятно} 	 type:NPN
подпись - Надпись под чем {Надпись} 	 type:NPN
подпитка - обязательство в чем {обязательство} 	 type:NPN
подпоручик - звание младшего офицера {звание} 	 type:NAN
подпрапорщик - звание унтер-офицерского состава {звание} 	 type:NAN
подрешетина - Брус для опоры {Брус} 	 type:NPN
подсвечник - Подставка для свечи {Подставка} 	 type:NPN
подсека - Место среди леса {Место} 	 type:NPN
подследственный - следствием Показания подследственного {следствием} 	 type:NNA 
подстрочник - буквальный перевод какого {перевод} 	 type:ANN 
подтекст - Внутренний скрытый смысл {смысл} 	 type:AAN 
подтекст - скрытый смысл текста {смысл} 	 type:ANN 
подхорунжий - войсках царской армии {войсках} 	 type:NAN
подшёрсток - нижний мягкий слой {слой} 	 type:AAN 
подшёрсток - мягкий слой шерсти {слой} 	 type:ANN 
подъёмник - машина для подъема {машина} 	 type:NPN
поединок - способ защиты личной чести {способ} 	 type:NNAN 
поезд - Ряд повозок следующих {Ряд} 	 type:NNA 
пожелание - Мнение о желательности {Мнение} 	 type:NPN
позитивизм - Направление в философии {Направление} 	 type:NPN
позыв - Ощущение какой физиологической потребности {Ощущение} 	 type:NNAN 
позёрство - (книжн неодобр Поведение {Поведение} 	 type:AAN 
позёрство - неодобр Поведение позера {Поведение} 	 type:ANN 
пойло - питье для скота {питье} 	 type:NPN
пойнтер - крупная легавая собака {собака} 	 type:AAN 
показуха - Видимость благополучия успешной деятельности {Видимость} 	 type:NNAN 
покои - Внутренние помещения комнаты {помещения} 	 type:ANN 
поколение - люди (особи близкого возраста {люди} 	 type:NNAN 
пол - разрядов живых существ {разрядов} 	 type:NAN
поле - полоса вдоль края {полоса} 	 type:NPN
ползунок - Одежда для детей {Одежда} 	 type:NPN
полива - состав для обмазки {состав} 	 type:NPN
полигамия - брака у нек {брака} 	 type:NPN
полиграфист - Специалист по полиграфии {Специалист} 	 type:NPN
полиомиелит - заболевание нервной системы {заболевание} 	 type:NAN
полисемия - наличие у единицы {наличие} 	 type:NPN
политехникум - политехническое учебное заведение {заведение} 	 type:AAN 
политика - Деятельность органов государственной власти {Деятельность} 	 type:NNAN 
политолог - Специалист по поли {Специалист} 	 type:NPN
полифония - Многоплановость художественного произведения {Многоплановость} 	 type:NAN
полицеймейстер","полицмейстер - ПОЛИЦМЕЙСТЕР царской России {ПОЛИЦМЕЙСТЕР} 	 type:NAN
полиция - орган охраны государственной безопасности {орган} 	 type:NNAN 
полиция - административный орган охраны {орган} 	 type:ANN 
полка - Место для лежания {Место} 	 type:NPN
положение - Совокупность общественно-политических отношений {Совокупность} 	 type:NAN
полоса - след (на какой {след} 	 type:NPN
полоса - протяженный участок чего {участок} 	 type:ANN 
полоса - участок пахотной земли {участок} 	 type:NAN
полоса - небольшой узкий участок {участок} 	 type:AAN 
полоскательница - Посуда для мытья {Посуда} 	 type:NPN
полость - кусок ткани плотного материала {кусок} 	 type:NNAN 
полость - пространство внутри чего {пространство} 	 type:NPN
полусвет - Среда женщин легкого поведения {Среда} 	 type:NNAN 
полутень - полутени в полутени {полутени} 	 type:NPN
полушарие - половин земного шара {половин} 	 type:NAN
полчище - большом количестве кого {количестве} 	 type:ANN 
полюс - концов электрической цепи {концов} 	 type:NAN
полярник - Участник полярной экспедиции {Участник} 	 type:NAN
помiiа - Внешняя показная пышность {пышность} 	 type:AAN 
помазок - зка для смазывания {зка} 	 type:NPN
помета - специальное дополнительное указание {указание} 	 type:AAN 
помойка - Место для выбрасывания {Место} 	 type:NPN
помёт - Кал животных птиц {Кал} 	 type:NAN
помёт - Единовременный приплод нек {приплод} 	 type:ANN 
пончо - одежда народов Латинской Америки {одежда} 	 type:NNAN 
понёва - Домотканая шерстяная юбка {юбка} 	 type:AAN 
поп-музыка - популярная развлекательная музыка {музыка} 	 type:AAN 
попадья - Жена православного священника {Жена} 	 type:NAN
попечитель - лицо для попечения {лицо} 	 type:NPN
попечительство - учреждение для попечения {учреждение} 	 type:NPN
попович - Сын православного священника {Сын} 	 type:NAN
поползновение - слабая попытка намерение {попытка} 	 type:ANN 
попона - Покрывало для лошадей {Покрывало} 	 type:NPN
попугай - Птица тропических стран {Птица} 	 type:NAN
попутчик - Спутник в пути {Спутник} 	 type:NPN
пора - отверстие на поверхности {отверстие} 	 type:NPN
пораженчество - настроения в нек {настроения} 	 type:NPN
порей - огородного лука Лук {лука} 	 type:ANN 
порог - возвышение речного дна {возвышение} 	 type:NAN
порода - хозяйственно полезных животных {животных} 	 type:AAN 
порода - деревьев древесных растений {деревьев} 	 type:NAN
порода - Принадлежность к какому {Принадлежность} 	 type:NPN
поролон - эластичный синтетический материал {материал} 	 type:AAN 
портач - Никудышный плохой работник {работник} 	 type:AAN 
портер - темного крепкого пива {пива} 	 type:AAN 
портсигар - коробка для папирос {коробка} 	 type:NPN
портфель - жесткой прямоугольной сумки {сумки} 	 type:AAN 
портшез - легкого переносного кресла {кресла} 	 type:AAN 
портьера - занавеска для окна {занавеска} 	 type:NPN
поручик - звание младшего офицера {звание} 	 type:NAN
порфир - Вулканическая горная порода {порода} 	 type:AAN 
порыв - резкое усиление ветра {усиление} 	 type:ANN 
порыв - мгновенное проявление какого {проявление} 	 type:ANN 
послание - обращение государственного деятеля {обращение} 	 type:NAN
последыш - сторонник чего отсталого {сторонник} 	 type:NNA 
посол - представитель высшего ранга {представитель} 	 type:NAN
пост - Место постоянного дежурства {Место} 	 type:NAN
пост - Период в к {Период} 	 type:NPN
постав - Пара мельничных жерновов {Пара} 	 type:NAN
постель - Место для спанья {Место} 	 type:NPN
постоянство - Неизменность в каком {Неизменность} 	 type:NPN
постриг - Христианский обряд принятия {обряд} 	 type:ANN 
посуда - утварь для еды {утварь} 	 type:NPN
посудина - предмет для еды {предмет} 	 type:NPN
посылка - основание для вывода {основание} 	 type:NPN
пот - налет на чем {налет} 	 type:NPN
потаскуха - Женщина легкого поведения {Женщина} 	 type:NAN
потеря - урожай без потерь {урожай} 	 type:NPN
поток - текущая водная масса {масса} 	 type:AAN 
потолок - внутреннее покрытие помещения {покрытие} 	 type:ANN 
потолок - высота подъема летательного аппарата {высота} 	 type:NNAN 
потомок - Люди будущих поколений {Люди} 	 type:NAN
похвала - отзыв о ком {отзыв} 	 type:NPN
похлёбка - Жидкая пища род {пища} 	 type:ANN 
похмелье - состояние после выпивки {состояние} 	 type:NPN
початок - соцветие у кукурузы {соцветие} 	 type:NPN
почва - слой земной коры {слой} 	 type:NAN
почта - Учреждение для пересылки {Учреждение} 	 type:NPN
почтамт - почтовое учреждение города {учреждение} 	 type:ANN 
почтмейстер - Начальник почтовой конторы {Начальник} 	 type:NAN
правило - Линейка для проверки {Линейка} 	 type:NPN
правило - Приспособление для распрямления {Приспособление} 	 type:NPN
правительство - орган государственной власти {орган} 	 type:NAN
правоведение - Совокупность юридических наук {Совокупность} 	 type:NAN
православие - основных направлений христианства {направлений} 	 type:ANN 
правосудие - Деятельность судебных органов {Деятельность} 	 type:NAN
правый - прогрессу Человек правых взглядов {прогрессу} 	 type:NNAN 
прагматизм - Направление в философии {Направление} 	 type:NPN
празднословие - Пустые праздные слова {слова} 	 type:AAN 
практикум - занятия по какому {занятия} 	 type:NPN
прапорщик - воинское звание лиц {звание} 	 type:ANN 
прапорщик - младший офицерский чин {чин} 	 type:AAN 
прах - сухие частицы земли {частицы} 	 type:ANN 
превосходительство - соединении с мест {соединении} 	 type:NPN
превосходство - Преимущество перед кем {Преимущество} 	 type:NPN
предбанник - Помещение для раздевания {Помещение} 	 type:NPN
предел - временная граница чего {граница} 	 type:ANN 
предзимье - Время поздней осени {Время} 	 type:NAN
предисловие - статья к какому {статья} 	 type:NPN
предлог - повод к чему {повод} 	 type:NPN
предок - предшественник по роду {предшественник} 	 type:NPN
представление - заявление о чем {заявление} 	 type:NPN
президент - Глава нек научных учреждений {Глава} 	 type:NNAN 
президиум - орган выборной организации {орган} 	 type:NAN
презрение - отношение к кому {отношение} 	 type:NPN
презрение - безразличие к чему {безразличие} 	 type:NPN
преизбыток - Чрезмерный избыток П {избыток} 	 type:ANN 
преимущество - право на что {право} 	 type:NPN
прелат - высшее духовное лицо {лицо} 	 type:AAN 
прелесть - черты женской красоты {черты} 	 type:NAN
прелюбодеяние - Нарушение супружеской верности {Нарушение} 	 type:NAN
прелюдия - музыкальное произведение П {произведение} 	 type:ANN 
премьера - представление спектакля цирковой программы {представление} 	 type:NNAN 
преображение - основных православных праздников {праздников} 	 type:AAN 
преобразователь - Устройство для преобразования {Устройство} 	 type:NPN
препятствие - Преграда на пути {Преграда} 	 type:NPN
пресс-атташе - Сотрудник дипломатического представительства {Сотрудник} 	 type:NAN
пресс-папье - Принадлежность письменного прибора {Принадлежность} 	 type:NAN
пресса - Отклики на что {Отклики} 	 type:NPN
прибыль - показатель финансовых результатов {показатель} 	 type:NAN
привада - Корм для приманки {Корм} 	 type:NPN
привал - Остановка в пути {Остановка} 	 type:NPN
приветствие - Обращение к кому {Обращение} 	 type:NPN
привратник - Сторож у входа {Сторож} 	 type:NPN
приготовишка - Ученик приготовительного класса {Ученик} 	 type:NAN
придаток - Дополнение к че {Дополнение} 	 type:NPN
придел - небольшая боковая пристройка {пристройка} 	 type:AAN 
призвук - звук при каком {звук} 	 type:NPN
призвук - неясный дополнительный звук {звук} 	 type:AAN 
признание - Объяснение в любви {Объяснение} 	 type:NPN
призыв - собир Лица определенного возраста {собир} 	 type:NNAN 
прииск - Место разработки драгоценного ископаемого {Место} 	 type:NNAN 
прикосновение - Отношение к чему {Отношение} 	 type:NPN
прикуп - нек карточных играхкарты {нек} 	 type:NAN
прилавок - вка Род узкого {вка} 	 type:NNA 
приложение - добавлением к чему {добавлением} 	 type:NPN
примитив - нравственно неразвитый человек {человек} 	 type:AAN 
примитивизм - использование форм первобытного искусства {использование} 	 type:NNAN 
примула - дикорастущее травянистое растение {растение} 	 type:AAN 
принтер - печатающее устройство ЭВМ {устройство} 	 type:ANN 
принудиловка - неодобр Принудительная работа {работа} 	 type:AAN 
принц - Титул нецарствующего члена {Титул} 	 type:NAN
принцип - исходное положение какой {положение} 	 type:ANN 
приобретение - Новые приобретения музея {приобретения} 	 type:ANN 
приоритет - Первенство по времени {Первенство} 	 type:NPN
припадок - острое проявление какой {проявление} 	 type:ANN 
припадок - резкое проявление какого {проявление} 	 type:ANN 
приплод - Потомство у животных {Потомство} 	 type:NPN
приправа - кушанье для вкуса {кушанье} 	 type:NPN
природа - Места вне городов {Места} 	 type:NPN
природоведение - Наука о природе {Наука} 	 type:NPN
приспешник - Помощник в каких {Помощник} 	 type:NPN
приступ - внезапное проявление признаков {проявление} 	 type:ANN 
присутствие - Нахождение в каком {Нахождение} 	 type:NPN
присутствие - Исполнение служебных обязанностей {Исполнение} 	 type:NAN
присяжный - постоянный разг шутл {разг} 	 type:ANN 
притча - иносказательный поучительный рассказ {рассказ} 	 type:AAN 
притча - непонятном труднообъяснимом явлении {явлении} 	 type:AAN 
причал - Место у берега {Место} 	 type:NPN
причинность - взаимная связь явлений {связь} 	 type:ANN 
причитание - народный обрядовый плач {плач} 	 type:AAN 
причуда - странное явление Причуды {явление} 	 type:ANN 
прищепка - Зажим для прикрепления {Зажим} 	 type:NPN
приёмник - Аппарат для приема {Аппарат} 	 type:NPN
проба - Количество частей благородного металла {Количество} 	 type:NNAN 
пробег - Нахождение в пути {Нахождение} 	 type:NPN
пробка - пористый наружный слой {слой} 	 type:AAN 
пробка - наружный слой коры {слой} 	 type:ANN 
пробка - Закупорка для бутылок {Закупорка} 	 type:NPN
пробой - дужка для навешивания {дужка} 	 type:NPN
пробойник - инструмент для пробивания {инструмент} 	 type:NPN
провал - неудача в каком {неудача} 	 type:NPN
провал - Потеря восприятия окружающего способности {Потеря} 	 type:NNAN 
провансаль - Соус из желтков {Соус} 	 type:NPN
провидение - высшая божественная сила {сила} 	 type:AAN 
провинпиал - Человек провинциальных нравов {Человек} 	 type:NAN
провинциализм - Провинциальные взгляды манеры {взгляды} 	 type:ANN 
проводка - сеть для передачи {сеть} 	 type:NPN
прогон - боковая деревенская улица {улица} 	 type:AAN 
программа - изложение содержания учебного предмета {изложение} 	 type:NNAN 
продушина - Отверстие для прохода {Отверстие} 	 type:NPN
проекция - Изображение пространственных фигур {Изображение} 	 type:NAN
прожелть - Примесь желтого цвета {Примесь} 	 type:NAN
прозвище - человеку по какой {человеку} 	 type:NPN
прозелень - Примесь зеленого цвета {Примесь} 	 type:NAN
проигрыватель - Аппарат для проигрывания {Аппарат} 	 type:NPN
произведение - Создание творчества творческой мысли {Создание} 	 type:NNAN 
производство - процесс создания материальных благ {процесс} 	 type:NNAN 
пройдоха - Пронырливый жуликоватый человек {человек} 	 type:AAN 
прокат - изделия определенного профиля {изделия} 	 type:NAN
прокламация - листок политического содержания {листок} 	 type:NAN
проклятие - отлучение от церкви {отлучение} 	 type:NPN
прокус - Рана от укуса {Рана} 	 type:NPN
пролежень - жня лежачих больных {жня} 	 type:NAN
пролог - сборник кратких житий {сборник} 	 type:NAN
пролёт - пространство между чем {пространство} 	 type:NPN
пролёт - Свободное открытое пространство {пространство} 	 type:AAN 
пролётка - Легкий четырехколесный экипаж {экипаж} 	 type:AAN 
промысел - Мелкое ремесленное производство {производство} 	 type:AAN 
промысел - предприятие добывающего типа {предприятие} 	 type:NAN
промышленник - Владелец промышленного предприятия {Владелец} 	 type:NAN
прообраз - образцом для чего {образцом} 	 type:NPN
пропашник - орудие для пропашки {орудие} 	 type:NPN
пропедевтика - Предварительный круг знаний {круг} 	 type:ANN 
пропитка - Состав к что {Состав} 	 type:NPN
проповедь - Речь религиозно содержания {Речь} 	 type:NAN
прорва - большое количество кого {количество} 	 type:ANN 
прореха - разрез у брюк {разрез} 	 type:NPN
просвет - цветная продольная полоска {полоска} 	 type:AAN 
просинь - Примесь синего цвета {Примесь} 	 type:NAN
просмотр - Ошибка по невнимательности {Ошибка} 	 type:NPN
просодия - Система произношения ударных {Система} 	 type:NNA 
проспект - издание рекламного характера {издание} 	 type:NAN
простой - бездействие (рабочей силы {бездействие} 	 type:NAN
простой - незамысловатый Простое платье {платье} 	 type:AAN 
просторечие - Речь малообразованных носителей {Речь} 	 type:NAN
простофиля - Глуповатый малосообразительный человек {человек} 	 type:AAN 
пространство - Промежуток между чем {Промежуток} 	 type:NPN
просьба - Обращение к кому {Обращение} 	 type:NPN
протекционизм - Подбор должностных лиц {Подбор} 	 type:NAN
протест - возражение против чего {возражение} 	 type:NPN
противовес - Груз для уравновешивания {Груз} 	 type:NPN
протравитель - Протрава для обеззараживания {Протрава} 	 type:NPN
протравливатель - Машина для протравливания {Машина} 	 type:NPN
проушина - Отверстие для продевания {Отверстие} 	 type:NPN
профессия - занятий трудовой деятельности {занятий} 	 type:NAN
профессор - звание преподавателя высшего {звание} 	 type:NNA 
профессор - ученое звание преподавателя {звание} 	 type:ANN 
профилактика - Совокупность предупредительных мероприятий {Совокупность} 	 type:NAN
профиль - Разрез земной поверхности {Разрез} 	 type:NAN
профиль - Совокупность специфических черт {Совокупность} 	 type:NAN
проходка - Разработка горных выработок {Разработка} 	 type:NAN
процедура - Отдельный сеанс физиотерапии {сеанс} 	 type:ANN 
процесс - Порядок разбирательства судебных {Порядок} 	 type:NNA 
прочернь - Примесь черного цвета {Примесь} 	 type:NAN
пружина - узкая металлическая пластина {пластина} 	 type:AAN 
пружина - сила в каком {сила} 	 type:NPN
прут - Тонкий металлический стержень {стержень} 	 type:AAN 
прямоугольник - Четырехугольник у к {Четырехугольник} 	 type:NPN
прямоугольник - офицерского знака различия {знака} 	 type:ANN 
психолог - Знаток человеческой психологии {Знаток} 	 type:NAN
психология - Совокупность психических процессов {Совокупность} 	 type:NAN
психотерапия - Метод лечения больного {Метод} 	 type:NNA 
птицеводство - Разведение домашней птицы {Разведение} 	 type:NAN
