...борец - участник спортивных игр {участник} 	 type:NAN
оборонщик - Работник оборонной промышленности {Работник} 	 type:NAN
оборот - круг вращения круговой {круг} 	 type:NNA 
образец - пробный экземпляр какого {экземпляр} 	 type:ANN 
обрезание - обряд у евреев {обряд} 	 type:NPN
обрезок - Остаток от резки {Остаток} 	 type:NPN
обрешётка - Решётка из брусьев {Решётка} 	 type:NPN
обстрел - Стрельба по какой {Стрельба} 	 type:NPN
обструкционизм - Ведение политической борьбы {Ведение} 	 type:NAN
обтирка - тряпка для обтирания {тряпка} 	 type:NPN
обувщик - Работник обувной промышленности {Работник} 	 type:NAN
обувь - Изделие из кожи {Изделие} 	 type:NPN
обусловленность - Зависимость от каких {Зависимость} 	 type:NPN
обустроенность - Наличие необходимых условий {Наличие} 	 type:NAN
обушок - Обух небольшой обух {Обух} 	 type:NAN
обхват - Длина по окружности {Длина} 	 type:NPN
общепит - Система общественного питания {Система} 	 type:NAN
объездчик - Сторож большого участка {Сторож} 	 type:NAN
объяснение - разговор для выяснения {разговор} 	 type:NPN
оверлок - Машина для обмётывания {Машина} 	 type:NPN
овин - Строение для сушки {Строение} 	 type:NPN
овощеводство - Отрасль сельского хозяйства {Отрасль} 	 type:NAN
овощехранилище - Помещение для хранения {Помещение} 	 type:NPN
овраг - впадина на поверхности {впадина} 	 type:NPN
овсянка - птица отряда воробьиных {птица} 	 type:NNA 
овсянковые - птиц отряда воробьиных овсянки {птиц} 	 type:NNAN 
овчарка - Порода служебных собак {Порода} 	 type:NAN
оглоед - ненасытном жадном человеке {человеке} 	 type:AAN 
огнезащита - Защита от огня {Защита} 	 type:NPN
огнемёт - Оружие ближнего действия {Оружие} 	 type:NAN
огнетушитель - Прибор для тушения {Прибор} 	 type:NPN
огородничество - Выращивание огородных культур {Выращивание} 	 type:NAN
огпу - государственное политическое управление {управление} 	 type:AAN 
одежда - Совокупность предметов проезжей части {Совокупность} 	 type:NNAN 
одеколон - раствор ароматических веществ {раствор} 	 type:NAN
одеяло - принадлежность для покрывания {принадлежность} 	 type:NPN
одиночество - Состояние одинокого человека {Состояние} 	 type:NAN
однодворцы - категория сельских жителей {категория} 	 type:NAN
одночасье - короткий промежуток времени {промежуток} 	 type:ANN 
одёжина - предмет из одежды {предмет} 	 type:NPN
одёр - тощем нескладном человеке {человеке} 	 type:AAN 
ожидалка - Помещение для ожидания {Помещение} 	 type:NPN
ожог - Повреждение кожной поверхности {Повреждение} 	 type:NAN
означающее - оболочка языкового знака {оболочка} 	 type:NAN
озонатор - Прибор для озонирования {Прибор} 	 type:NPN
ойкумена - Территория земного шара {Территория} 	 type:NAN
окаменелость - Окаменелый остатки животных {остатки} 	 type:ANN 
окарина - народный музыкальный инструмент {инструмент} 	 type:AAN 
океан - водное пространство Земли {пространство} 	 type:ANN 
океанограф - Специалист по океанографии {Специалист} 	 type:NPN
океанолог - Специалист по океанологии {Специалист} 	 type:NPN
окиян-море - необъятном водном просторе {просторе} 	 type:AAN 
околица - изгородь вокруг деревни {изгородь} 	 type:NPN
окольничий - высших боярских чинов {чинов} 	 type:AAN 
окрошка - кушанье из кваса {кушанье} 	 type:NPN
округ - подразделение государственной территории {подразделение} 	 type:NAN
округ - военное хозяйственное подразделение {подразделение} 	 type:AAN 
округлость - Округлый выпуклые места {места} 	 type:AAN 
оксиды - Соединения химических элементов {Соединения} 	 type:NAN
октябрист - сторонник партии крупной буржуазии {сторонник} 	 type:NNAN 
октябрь - месяц календарного года {месяц} 	 type:NAN
окунеобразные - Отряд костистых рыб {Отряд} 	 type:NAN
окучник - орудие для окучивания {орудие} 	 type:NPN
оленевые - Семейство млекопитающих парнокопытных животных {Семейство} 	 type:NNAN 
олеография - Воспроизведение картин масляной живописи {Воспроизведение} 	 type:NNAN 
оливин - Минерал желто-зелёного цвета {Минерал} 	 type:NAN
олимпиада - игры в каком {игры} 	 type:NPN
олимпийка - куртка на молнии {куртка} 	 type:NPN
олицетворение - Изображение какой стихийной силы {Изображение} 	 type:NNAN 
оляпка - птица отряда воробьиных {птица} 	 type:NNA 
ом - Единица измерения электрического сопротивления {Единица} 	 type:NNAN 
омега - буквы греческого алфавита {буквы} 	 type:NAN
омметр - Прибор для измерения {Прибор} 	 type:NPN
омнибус - экипаж для перевозки {экипаж} 	 type:NPN
омнибус - многоместный конный экипаж {экипаж} 	 type:AAN 
омон - Отряд милиции особого назначения {Отряд} 	 type:NNAN 
омонимия - совпадение слов различных {совпадение} 	 type:NNA 
омшаник - помещение для зимовки {помещение} 	 type:NPN
омыление - Реакция разложения органических соединений {Реакция} 	 type:NNAN 
онанизм - Удовлетворение полового инстинкта {Удовлетворение} 	 type:NAN
онковирусолог - Специалист по онковирусологии {Специалист} 	 type:NPN
ономасиолог - Специалист по ономасиологии {Специалист} 	 type:NPN
онтологизм - Направление в философии {Направление} 	 type:NPN
онуча - Кусок плотной материи {Кусок} 	 type:NAN
опарник - горшок для опары {горшок} 	 type:NPN
опера - Жанр музыкально искусства {Жанр} 	 type:NAN
оперение - Опериться покров птицы {покров} 	 type:ANN 
оперетта - Жанр музыкально искусства {Жанр} 	 type:NAN
опечек - Основание русской печи {Основание} 	 type:NAN
опилки - порошкообразные частицы материала {частицы} 	 type:ANN 
описание - письменное изображение кого {изображение} 	 type:ANN 
опока - лёгкая горная порода {порода} 	 type:AAN 
ополаскиватель - средство для ополаскивания {средство} 	 type:NPN
оправка - Приспособление для крепления {Приспособление} 	 type:NPN
опреснитель - Устройство для очистки {Устройство} 	 type:NPN
опричнина - Система внутриполитических мер {Система} 	 type:NAN
опробковение - Изменение оболочек растительных клеток {Изменение} 	 type:NNAN 
опрокидыватель - Устройство для разгрузки {Устройство} 	 type:NPN
опрос - Метод собирания первичной информации {Метод} 	 type:NNAN 
оптик - Специалист в области {Специалист} 	 type:NPN
опунция - Растения семейства кактусовых {Растения} 	 type:NNA 
опустошение - опустошать нравственная пустота {пустота} 	 type:AAN 
опушение - опушаться покров животных {покров} 	 type:ANN 
оранжерея - помещение для выращивания {помещение} 	 type:NPN
орарь - Знак дьяконского сана {Знак} 	 type:NAN
оратория - произведение для хора {произведение} 	 type:NPN
орбита - Путь движения небесного тела {Путь} 	 type:NNAN 
оргазм - момент полового акта {момент} 	 type:NAN
орган - инструмент больших размеров {инструмент} 	 type:NAN
орган - клавишный музыкальный инструмент {инструмент} 	 type:AAN 
орда - монгольских феодальных государств {государств} 	 type:AAN 
ординаторская - Комната для врачей {Комната} 	 type:NPN
ординатура - аспирантуры ординатора ординарного профессора {аспирантуры} 	 type:NNAN 
ординатура - практической медицинской аспирантуры {аспирантуры} 	 type:AAN 
ординатура - медицинской аспирантуры ординатора {аспирантуры} 	 type:ANN 
ореховка - птица отряда воробьиных {птица} 	 type:NNA 
орехокол - Приспособление для раскалывания {Приспособление} 	 type:NPN
орешница - выпечки кондитерских изделий {выпечки} 	 type:NAN
ориентализм - ориентальный характер чего {характер} 	 type:ANN 
оркестровка - Изложение музыкальной пьесы {Изложение} 	 type:NAN
орнитолог - Специалист по орнитологии {Специалист} 	 type:NPN
орт - подземная горная выработка {выработка} 	 type:AAN 
ортогенез - Теория развития живого {Теория} 	 type:NNA 
ортодокс - Человек ортодоксальных взглядов {Человек} 	 type:NAN
ортопедист - Специалист по ортопедии {Специалист} 	 type:NPN
оружие - Орудие для нападения {Орудие} 	 type:NPN
орёл - сильная хищная птица {птица} 	 type:AAN 
осветитель - Лицо на обязанности {Лицо} 	 type:NPN
осветлитель - вещество для осветления {вещество} 	 type:NPN
освещение - Свет от какого {Свет} 	 type:NPN
освещённость - Отношение светового потока {Отношение} 	 type:NAN
осеменение - Сближение у животных {Сближение} 	 type:NPN
осетроводство - разведение осетровых рыб {разведение} 	 type:NAN
оснащение - Совокупность технических средств {Совокупность} 	 type:NAN
особист - Сотрудник особого отдела {Сотрудник} 	 type:NAN
осоковые - Семейство травянистых растений {Семейство} 	 type:NAN
осот - сорных травянистых растений {растений} 	 type:AAN 
оспопрививание - Прививка противооспенной вакцины {Прививка} 	 type:NAN
остеолог - Специалист по остеологии {Специалист} 	 type:NPN
остеома - опухоль костной ткани {опухоль} 	 type:NAN
остеомиелит - воспаление костного мозга {воспаление} 	 type:NAN
остервенение - Состояние крайней ярости {Состояние} 	 type:NAN
остриё - заострённый колющий конец {конец} 	 type:AAN 
острог - постоянный населённый пункт {пункт} 	 type:AAN 
острогубцы - щипцы для отрезания {щипцы} 	 type:NPN
осциллограф - прибор для наблюдения {прибор} 	 type:NPN
осыпь - Обломки горных пород {Обломки} 	 type:NAN
осьмина - мера сыпучих тел {мера} 	 type:NAN
осьминник - мера земельной площади {мера} 	 type:NAN
осьминог - животное из рода {животное} 	 type:NPN
осязание - внешних чувств человека {чувств} 	 type:ANN 
отбеливатель - Средство для отбеливания {Средство} 	 type:NPN
отблеск - Сияние отражённого света {Сияние} 	 type:NAN
отбойка - Отделение кусков полезного ископаемого {Отделение} 	 type:NNAN 
отбываловка - принудительное пребывание где {пребывание} 	 type:ANN 
отводчик - Рабочий стекольно производства {Рабочий} 	 type:NAN
отволока - инструмент для проведения {инструмент} 	 type:NPN
отворот - Отвернуть край одежды {край} 	 type:ANN 
отвёртка - Инструмент для завинчивания {Инструмент} 	 type:NPN
отдарок - качестве ответного подарка {качестве} 	 type:NAN
отдушина - Отверстие для выхода {Отверстие} 	 type:NPN
отжимки - Отходы от выжимания {Отходы} 	 type:NPN
отзовизм - течение в РСДРП {течение} 	 type:NPN
откат - откатывать движение ствола {движение} 	 type:ANN 
откормочник - помещение для содержания {помещение} 	 type:NPN
откровенность - Откровенный признания сообщения {признания} 	 type:ANN 
открывашка - Приспособление для открывания {Приспособление} 	 type:NPN
отлогость - Отлогий наклонное место {место} 	 type:AAN 
отмастка - оттенок масти животного {оттенок} 	 type:NNA 
оторопь - Состояние крайней растерянности {Состояние} 	 type:NAN
оторочка - Оторочить полоска ткани {полоска} 	 type:ANN 
отпад - Состояние крайнего изумления {Состояние} 	 type:NAN
отпуск - Освобождение от работы {Освобождение} 	 type:NPN
отпыловка - Очистка от пыли {Очистка} 	 type:NPN
отраслевик - Специалист в какой {Специалист} 	 type:NPN
отрасль - область хозяйственной деятельности {область} 	 type:NAN
отребье - преступные элементы общества {элементы} 	 type:ANN 
отроек - старого рой пчёл {рой} 	 type:ANN 
отруби - Остатки от оболочки {Остатки} 	 type:NPN
отряд - отдельное воинское формирование {формирование} 	 type:AAN 
отряд - воинское формирование людей {формирование} 	 type:ANN 
отрёпки - Остатки от обработки {Остатки} 	 type:NPN
отсевки - Остатки от просеивания {Остатки} 	 type:NPN
отсос - Аппарат для отсасывания {Аппарат} 	 type:NPN
отступление - Вставка в каком {Вставка} 	 type:NPN
отсыпь - Обломки горных пород {Обломки} 	 type:NAN
отчаяние","отчаянье - Состояние крайней безнадёжности {Состояние} 	 type:NAN
отъёмыш - Детёныш домашнего животного {Детёныш} 	 type:NAN
отягощение - снаряд большого веса {снаряд} 	 type:NAN
отёл - Роды у коровы {Роды} 	 type:NPN
официантская - Помещение для официантов {Помещение} 	 type:NPN
офтальмия - воспалительных заболеваний глаза {заболеваний} 	 type:ANN 
офтальмоскоп - зеркало для исследования {зеркало} 	 type:NPN
офтальмоскопия - Метод исследования внутренней поверхности {Метод} 	 type:NNAN 
охотка - желанием с удовольствием {желанием} 	 type:NPN
охотнорядец - Торговец охотного ряда {Торговец} 	 type:NAN
оцепенение - Состояние резкого понижения {Состояние} 	 type:NAN
очаг - Устройство для разведения {Устройство} 	 type:NPN
очерет - болотное растение род {растение} 	 type:ANN 
очернительство - сгущение негативных сторон {сгущение} 	 type:NAN
очечник - Футляр для очков {Футляр} 	 type:NPN
очёс - Очистка волокнистого материала {Очистка} 	 type:NAN
ошибка - Неправильность в какой {Неправильность} 	 type:NPN
п - буква русского алфавита {буква} 	 type:NAN
павлиноглазки - Насекомые семейства ночных бабочек {Насекомые} 	 type:NNAN 
паволока - нарядной привозной ткани {ткани} 	 type:AAN 
пагода - мемориальное буддийское сооружение {сооружение} 	 type:AAN 
падекатр - танец четырёхдольного размера {танец} 	 type:NAN
падение - Пасть духовных сил {Пасть} 	 type:NAN
падеспань - танец трёхдольного размера {танец} 	 type:NAN
пакетовоз - судно для перевозки {судно} 	 type:NPN
паламедеи - Сем водоплавающих птиц {Сем} 	 type:NAN
палеоантрополог - Специалист по палеоантропологии {Специалист} 	 type:NPN
палеобиогеограф - Специалист по палеобиогеографии {Специалист} 	 type:NPN
палеобиогеохимик - Специалист в области {Специалист} 	 type:NPN
палеобиолог - Специалист в области {Специалист} 	 type:NPN
палеовулканолог - Специалист в области {Специалист} 	 type:NPN
палеоген - период кайнозойской эры {период} 	 type:NAN
палеогеограф - Специалист по палеогеографии {Специалист} 	 type:NPN
палеогеохимик - Специалист в области {Специалист} 	 type:NPN
палеограф - Специалист по палеографии {Специалист} 	 type:NPN
палеозоолог - Специалист в области {Специалист} 	 type:NPN
палеоклиматолог - Специалист в области {Специалист} 	 type:NPN
палеолит - период каменного века {период} 	 type:NAN
палеонтолог - Специалист по палеонтологии {Специалист} 	 type:NPN
палеопатолог - Специалист в области {Специалист} 	 type:NPN
палеорентгенолог - Специалист в области {Специалист} 	 type:NPN
палеоэколог - Специалист в области {Специалист} 	 type:NPN
палех - Искусство росписи лаковых изделий {Искусство} 	 type:NNAN 
палец - подвижных конечных частей {частей} 	 type:AAN 
палец - конечных частей кисти {частей} 	 type:ANN 
палея - памятников древнерусской письменности {памятников} 	 type:NAN
палинолог - Специалист по палинологии {Специалист} 	 type:NPN
палисадник - сквозной забор изгородь {забор} 	 type:ANN 
пальто - одежды длинного покроя {одежды} 	 type:NAN
пампасы - области Южной Америки {области} 	 type:NAN
памфлет - произведение остросатирического характера {произведение} 	 type:NAN
памятка - Свод кратких наставлений {Свод} 	 type:NAN
панама - матерчатая летняя шляпа {шляпа} 	 type:AAN 
панама - летняя шляпа ткани {шляпа} 	 type:ANN 
панбархат - ткань род тонкого бархата {ткань} 	 type:NNAN 
панбархат - ворсовая ткань род {ткань} 	 type:ANN 
пандури - трёхструнный музыкальный инструмент {инструмент} 	 type:AAN 
пандус - плоскость у входа {плоскость} 	 type:NPN
панелевоз - средство для перевозки {средство} 	 type:NPN
панель - Дорожка для пешеходов {Дорожка} 	 type:NPN
панель - Ряд однородных объектов {Ряд} 	 type:NAN
панибратство - обращение с кем {обращение} 	 type:NPN
панкреатит - Воспаление поджелудочной железы {Воспаление} 	 type:NAN
пантограф - Прибор для перечерчивания {Прибор} 	 type:NPN
пантолеты - лёгких женских туфель {туфель} 	 type:AAN 
пантомима - представление без слов {представление} 	 type:NPN
пантомимика - Совокупность движений человеческого тела {Совокупность} 	 type:NNAN 
панты - рога пятнистых оленей {рога} 	 type:NAN
папа - глава римско-католической церкви {глава} 	 type:NAN
папка - Обложка из картона {Обложка} 	 type:NPN
папоротникообразные - высших споровых растений {растений} 	 type:AAN 
паприка - красный стручковый перец {перец} 	 type:AAN 
папство - Система центрального управления {Система} 	 type:NAN
папуасы - население Западной Меланезии {население} 	 type:NAN
папуша - Связка табачных листьев {Связка} 	 type:NAN
парабиоз - Реакция живой ткани {Реакция} 	 type:NAN
парабола - Линия пересечения круглого конуса {Линия} 	 type:NNAN 
парагрипп - заболевание дыхательных путей {заболевание} 	 type:NAN
парадка - форменный костюм военнослужащего {костюм} 	 type:ANN 
паразитолог - Специалист по паразитологии {Специалист} 	 type:NPN
параллель - линия различных устройств {линия} 	 type:NAN
парапитек - ископаемых человекообразных обезьян {ископаемых} 	 type:NAN
парапсихология - Область психологических исследований {Область} 	 type:NAN
параф - Росчерк в подписи {Росчерк} 	 type:NPN
парафинолечение - Метод теплового воздействия {Метод} 	 type:NAN
парез - Ослабление произвольных движений {Ослабление} 	 type:NAN
паркет - твёрдых пород дерева {пород} 	 type:ANN 
парламент - законодательное представительное собрание {собрание} 	 type:AAN 
парламентаризм - Система государственного управления {Система} 	 type:NAN
парниководство - Отрасль сельского хозяйства {Отрасль} 	 type:NAN
паровозостроение - Отрасль транспортного машиностроения {Отрасль} 	 type:NAN
парогенератор - Агрегат для производства {Агрегат} 	 type:NPN
паромер - Прибор для измерения {Прибор} 	 type:NPN
пароохладитель - Прибор для регулирования {Прибор} 	 type:NPN
пароперегреватель - Устройство для получения {Устройство} 	 type:NPN
паротит - заболевание околоушной железы {заболевание} 	 type:NAN
парсек - Единица измерения звёздных расстояний {Единица} 	 type:NNAN 
партбюджет - Бюджет партийной организации {Бюджет} 	 type:NAN
партгрупорг - руководитель партийной группы {руководитель} 	 type:NAN
партер - этаж зрительного зала {этаж} 	 type:NAN
партиец - член Коммунистической партии {член} 	 type:NAN
партийность - Принадлежность к партии {Принадлежность} 	 type:NPN
партикуляризм - Стремление отдельных частей {Стремление} 	 type:NAN
парткабинет - кабинет политического просвещения {кабинет} 	 type:NAN
партократ - руководящем партийном работнике {работнике} 	 type:AAN 
партократ - партийном работнике КПСС {работнике} 	 type:ANN 
парторг - руководитель партийной группы {руководитель} 	 type:NAN
партхозактив - совокупность руководящих работников {совокупность} 	 type:NAN
парфюмер - Работник парфюмерного производства {Работник} 	 type:NAN
парча - шёлковая сложно ткань {ткань} 	 type:AAN 
парша - болезнь волосистой части {болезнь} 	 type:NAN
паслёновые - Семейство двудольных растений {Семейство} 	 type:NAN
пасочница - пирамиды для изготовления {пирамиды} 	 type:NPN
паспортист - Работник паспортного отдела {Работник} 	 type:NAN
пассивация - Создание тонкой плёнки {Создание} 	 type:NAN
пастеризатор - Аппарат для пастеризации {Аппарат} 	 type:NPN
пасть - Западня для ловли {Западня} 	 type:NPN
патетика - тон в чём {тон} 	 type:NPN
патефон - граммофон без рупора {граммофон} 	 type:NPN
патока - тягучее сладкое вещество {вещество} 	 type:AAN 
патопсихолог - Специалист по патопсихологии {Специалист} 	 type:NPN
патофизиолог - Специалист по патофизиологии {Специалист} 	 type:NPN
патриархальщина - Пережитки старины патриархальных отношений {Пережитки} 	 type:NNAN 
патриаршество - Система церковного управления {Система} 	 type:NAN
патриотизм - Любовь к родине {Любовь} 	 type:NPN
патриций - член родовой общины {член} 	 type:NAN
патронаж - Покровительство со стороны {Покровительство} 	 type:NPN
патронесса - покровительница благотворительного учреждения {покровительница} 	 type:NAN
патрубок - труба для отвода {труба} 	 type:NPN
патруль - отряд воинского подразделения {отряд} 	 type:NAN
паузок - судно для перевозки {судно} 	 type:NPN
паукообразные - Класс членистоногих животных {Класс} 	 type:NAN
пахан - Главарь преступной группировки {Главарь} 	 type:NAN
пацанва - Дети подросткового возраста {Дети} 	 type:NAN
пачули - тропическое полукустарниковое растение {растение} 	 type:AAN 
паяльник - инструмент для лужения {инструмент} 	 type:NPN
певчий - Певец церковного хора {Певец} 	 type:NAN
пегас - конь от удара {конь} 	 type:NPN
педакадемия - Академия педагогических наук {Академия} 	 type:NAN
педвуз - высшее учебное заведение {заведение} 	 type:AAN 
педолог - Специалист по педологии {Специалист} 	 type:NPN
пек - твёрдое чёрное вещество {вещество} 	 type:AAN 
пекарня - предприятие для выпечки {предприятие} 	 type:NPN
пеларгония - полукустарниковое ветвистое растение {растение} 	 type:AAN 
пеленашка - Ребёнок грудного возраста {Ребёнок} 	 type:NAN
пеленгатор - Прибор для пеленгации {Прибор} 	 type:NPN
пеликан - птица отряда веслоногих {птица} 	 type:NNA 
пеликан - водоплавающая птица отряда {птица} 	 type:ANN 
пена - масса на поверхности {масса} 	 type:NPN
пенка - огнестойкий пористый минерал {минерал} 	 type:AAN 
пенс - разменная английская монета {монета} 	 type:AAN 
пенькопрядение - Изготовление пеньковой пряжи {Изготовление} 	 type:NAN
пеон - стопа античной метрики {стопа} 	 type:NAN
пепел - пылевидная серая масса {масса} 	 type:AAN 
пепелище - Место после пожара {Место} 	 type:NPN
пеплум - одежда древних гречанок {одежда} 	 type:NAN
пептиды - Класс органических соединений {Класс} 	 type:NAN
пептон - Продукт первичного распада {Продукт} 	 type:NAN
первооткрывательство - Открытие новых земель {Открытие} 	 type:NAN
первопричина - исходная причина чего {причина} 	 type:ANN 
первопуток - зимний санный путь {путь} 	 type:AAN 
первоцвет - растение семейства первоцветных {растение} 	 type:NNA 
первоцвет - травянистое многолетнее растение {растение} 	 type:AAN 
первоцвет - многолетнее растение семейства {растение} 	 type:ANN 
первоцветные - Семейство двудольных растений {Семейство} 	 type:NAN
перебранка - Перебраниваться ругательные слова {слова} 	 type:AAN 
перевыборы - выборы руководящего органа {выборы} 	 type:NAN
перевязочная - помещение для перевязок {помещение} 	 type:NPN
перевясло - соломы для перевязки {соломы} 	 type:NPN
перегонка - Разделение жидких веществ {Разделение} 	 type:NAN
перегружатель - Механизм для перегрузки {Механизм} 	 type:NPN
передел - способ распределения общинной земли {способ} 	 type:NNAN 
переднежаберные - Подкласс брюхоногих моллюсков {Подкласс} 	 type:NAN
передряга - тяжёлое неприятное положение {положение} 	 type:AAN 
передышка - Восстановление нормального дыхания {Восстановление} 	 type:NAN
перекат - перекатываться прерывистый гул {гул} 	 type:AAN 
перекись - Соединение химического элемента {Соединение} 	 type:NAN
перекличка - Вызов по фамилии {Вызов} 	 type:NPN
переключатель - Приспособление для переключения {Приспособление} 	 type:NPN
перекристаллизация - Изменение кристаллического строения {Изменение} 	 type:NAN
перекур - перерыв для курения {перерыв} 	 type:NPN
перелеска - цветущее вечнозелёное растение {растение} 	 type:AAN 
перелог - Участок пахотной земли {Участок} 	 type:NAN
перемирие - прекращение военных действий {прекращение} 	 type:NAN
перепад - Место резкого понижения {Место} 	 type:NAN
перепел - полевая перелётная птица {птица} 	 type:AAN 
переплёт - Обложка из какого {Обложка} 	 type:NPN
переработка - Работа сверх нормы {Работа} 	 type:NPN
перерожденчество - Утрата прежнего мировоззрения {Утрата} 	 type:NAN
пересадка - Переход для продолжения {Переход} 	 type:NPN
перестраховка - Проявление чрезмерной осторожности {Проявление} 	 type:NAN
перестройка - политика коренного преобразования {политика} 	 type:NAN
пересыпь - вал из гальки {вал} 	 type:NPN
перетарификация - Изменение тарифов тарифной системы {Изменение} 	 type:NNAN 
переучёба - Обучение новой профессии {Обучение} 	 type:NAN
перископ - прибор для наблюдения {прибор} 	 type:NPN
перистальтика - сокращения стенок полых органов {сокращения} 	 type:NNAN 
перкаль - хлопчатобумажная техническая ткань {ткань} 	 type:AAN 
перко - Гибрид озимого рапса {Гибрид} 	 type:NAN
перкуссия - Метод исследования внутренних органов {Метод} 	 type:NNAN 
перо - образование у птиц {образование} 	 type:NPN
перочистка - Приспособление для чистки {Приспособление} 	 type:NPN
персонализм - направление современной философии {направление} 	 type:NAN
перст - Палец руки чём {Палец} 	 type:NPN
перстень - Кольцо с каким {Кольцо} 	 type:NPN
перхоть - частички роговых клеток {частички} 	 type:NAN
перчатки - Изделия из ткани {Изделия} 	 type:NPN
перчинка - Крупинка молотого перца {Крупинка} 	 type:NAN
перш - шест из дерева {шест} 	 type:NPN
першерон - Порода крупных лошадей {Порода} 	 type:NAN
першинг - Ракета средней дальности {Ракета} 	 type:NAN
пескомойка - Аппарат для очистки {Аппарат} 	 type:NPN
песня - произведение для пения {произведение} 	 type:NPN
песок - осадодная горная порода {порода} 	 type:AAN 
песочница - Прибор для посыпания {Прибор} 	 type:NPN
пестициды - препараты для борьбы {препараты} 	 type:NPN
петлюровец - Участник петлюровского движения {Участник} 	 type:NAN
петрашевцы - Общество разночинной молодёжи {Общество} 	 type:NAN
печатник - Работник полиграфической промышленности {Работник} 	 type:NAN
печорин - скучающем молодом человеке {человеке} 	 type:AAN 
печёночница - цветущее вечнозелёное растение {растение} 	 type:AAN 
пешка - Фигура низшей ценности {Фигура} 	 type:NAN
пиала - сосуд для питья {сосуд} 	 type:NPN
пиано - полную силу звука {силу} 	 type:ANN 
пиастр - разменная монета Египта {монета} 	 type:ANN 
пигмент - вещество в животных {вещество} 	 type:NPN
пиелография - Метод рентгенографического исследования {Метод} 	 type:NAN
пиелонефрит - инфекционное заболевание почек {заболевание} 	 type:ANN 
пижон - поверхностный молодой человек {человек} 	 type:AAN 
пикет - Точка на местности {Точка} 	 type:NPN
пикнометр - Прибор для определения {Прибор} 	 type:NPN
пиктография - письма при помощи {письма} 	 type:NPN
пилильщик - Насекомое семейства перепончатокрылых {Насекомое} 	 type:NNA 
пилка - пила для ногтей {пила} 	 type:NPN
пилотка - форменный головной убор {убор} 	 type:AAN 
пинакотека - помещение для хранения {помещение} 	 type:NPN
пинчер - Порода небольших собак {Порода} 	 type:NAN
пионербол - волейбола для детей {волейбола} 	 type:NPN
пионервожатый - руководитель пионерского отряда {руководитель} 	 type:NAN
пирог - изделие из теста {изделие} 	 type:NPN
пирожное - изделие небольших размеров {изделие} 	 type:NAN
пиролог - Специалист в области {Специалист} 	 type:NPN
пирометр - Прибор для измерения {Прибор} 	 type:NPN
пироп - Минерал кроваво цвета {Минерал} 	 type:NAN
писсуар - раковина в уборной {раковина} 	 type:NPN
пистолет - ручное огнестрельное оружие {оружие} 	 type:AAN 
пистоль - испанская золотая монета {монета} 	 type:AAN 
письменность - Система графических знаков {Система} 	 type:NAN
письмоводитель - лицо в обязанности {лицо} 	 type:NPN
писяк - воспаление волосяной луковицы {воспаление} 	 type:NAN
питомник - Хозяйство для разведения {Хозяйство} 	 type:NPN
пищевик - Работник пищевой промышленности {Работник} 	 type:NAN
пищевод - Отдел пищеварительной системы {Отдел} 	 type:NAN
пищуха - птица отряда воробьиных {птица} 	 type:NNA 
пищуха - певчая птица отряда {птица} 	 type:ANN 
пиявка - Червь класса кольчатых {Червь} 	 type:NNA 
плавник - Обломки деревьев разбитых судов {Обломки} 	 type:NNAN 
плавник - Орган движения водных животных {Орган} 	 type:NNAN 
плазмотрон - Устройство для получения {Устройство} 	 type:NPN
планеродром - Площадка для взлёта {Площадка} 	 type:NPN
планетолог - Специалист по планетологии {Специалист} 	 type:NPN
планиметр - прибор для измерения {прибор} 	 type:NPN
планиметрия - Раздел элементарной геометрии {Раздел} 	 type:NAN
планировка - Расположение отдельных частей {Расположение} 	 type:NAN
планшайба - Приспособления для закрепления {Приспособления} 	 type:NPN
пласт - Слой чего однородного {Слой} 	 type:NNA 
пластик - природное полимерное соединение {соединение} 	 type:AAN 
пластика - Искусство создания объёмных изображений {Искусство} 	 type:NNAN 
пластилин - масса из глины {масса} 	 type:NPN
пластина - полоса какого твёрдого {полоса} 	 type:NNA 
