аа - отправление естественных потребностей {отправление} 	 type:NAN
окучник - Орудие для окучивания {Орудие} 	 type:NPN
оленевые - Семейство млекопитающих парнокопытных животных {Семейство} 	 type:NNAN 
олеография - Способ печатания хромолитографических копий {Способ} 	 type:NNAN 
олигарх - Член олигархического правительства {Член} 	 type:NAN
ом - Единица измерения электрического сопротивления {Единица} 	 type:NNAN 
омег - различных ядовитых растений {растений} 	 type:AAN 
омег - ядовитых растений (бот {растений} 	 type:ANN 
омежник - растение из семейства {растение} 	 type:NPN
омуль - Рыба из породы {Рыба} 	 type:NPN
омшаник - помещение для зимовки {помещение} 	 type:NPN
онанизм - удовлетворение полового инстинкта {удовлетворение} 	 type:NAN
ономастика - Совокупность собственных имен {Совокупность} 	 type:NAN
онуча - русской крестьянской одежде {одежде} 	 type:AAN 
опак - глина особого качества {глина} 	 type:NAN
опарник - Посуда для опары {Посуда} 	 type:NPN
опасение - Предположение о возможности {Предположение} 	 type:NPN
оплошность - Ошибка в чем {Ошибка} 	 type:NPN
оподельдок - Мазь для втирания {Мазь} 	 type:NPN
ополчение - резерв из лиц {резерв} 	 type:NPN
опопанакс","опопонакс - растение из семейства {растение} 	 type:NPN
опора - Место на к {Место} 	 type:NPN
опоссум - американское сумчатое животное {животное} 	 type:AAN 
оппортунизм - Политика подчинения рабочего движения {Политика} 	 type:NNAN 
опричнина - Руси удельного периода {Руси} 	 type:NAN
опробковение - изменение оболочек растительных клеток {изменение} 	 type:NNAN 
опрокидыватель - Механизм для разгрузки {Механизм} 	 type:NPN
оптимист - Сторонник философского оптимизма {Сторонник} 	 type:NAN
опыление - Оплодотворение у растений {Оплодотворение} 	 type:NPN
орало - Орудие для пахоты {Орудие} 	 type:NPN
оратория - произведение для пения {произведение} 	 type:NPN
орбита - Путь движения небесного тела {Путь} 	 type:NNAN 
орган - духовой клавишный инструмент {инструмент} 	 type:AAN 
органотерапия - Лечение органических заболеваний {Лечение} 	 type:NAN
ордината - системе координат аналитической геометрии {системе} 	 type:NNAN 
ординатура - Должность ординарного профессора {Должность} 	 type:NAN
ореол - Сияние вокруг лица {Сияние} 	 type:NPN
ореховка - птица из семейства {птица} 	 type:NPN
оркестр - Ансамбль музыкальных инструментов {Ансамбль} 	 type:NAN
орлан - птица из семейства {птица} 	 type:NPN
орляк - Растение из семейства {Растение} 	 type:NPN
орнитоптер - Аппарат для летания {Аппарат} 	 type:NPN
орография - Отдел физической географии {Отдел} 	 type:NAN
ортодокс - Человек ортодоксальных взглядов {Человек} 	 type:NAN
ортопедист - Специалист по ортопедии {Специалист} 	 type:NPN
орудие - приспособление при помощи {приспособление} 	 type:NPN
орфоэпия - Правила образцового произношения {Правила} 	 type:NAN
осада - действия против войск {действия} 	 type:NPN
осадок - примесь к жидкости {примесь} 	 type:NPN
оселедец - старину у украинцев {старину} 	 type:NPN
осина - дерево из семейства {дерево} 	 type:NPN
османы - турок основной народности {турок} 	 type:NAN
осмос - Просачивание жидких веществ {Просачивание} 	 type:NAN
особняк - дом богатого собственника {дом} 	 type:NAN
осоед - птица из семейства {птица} 	 type:NPN
осоковые - Семейство однолетних растений {Семейство} 	 type:NAN
осот - травы из семейства {травы} 	 type:NPN
осот - крупной сорной травы {травы} 	 type:AAN 
оспопрививатель - Лицо медицинского персонала {Лицо} 	 type:NAN
остеомиэлит - Воспаление костного мозга {Воспаление} 	 type:NAN
остервенение - Состояние крайней ярости {Состояние} 	 type:NAN
остриё - колющий кончик какого {кончик} 	 type:ANN 
острогубцы - щипцы для откусывания {щипцы} 	 type:NPN
осьмина - мера сыпучих тел {мера} 	 type:NAN
отблеск - Сияние отраженного света {Сияние} 	 type:NAN
отброс - ненужный остаток чего {остаток} 	 type:ANN 
отводчик - Рабочий стекольно производства {Рабочий} 	 type:NAN
отволока - инструмент для проведения {инструмент} 	 type:NPN
отдел - частей на к {частей} 	 type:NPN
отдушина - Отверстие для выхода {Отверстие} 	 type:NPN
отель - больших комфортабельных гостиниц {гостиниц} 	 type:AAN 
отжилок - Ответвление рудоносной жилы {Ответвление} 	 type:NAN
отжиток - враждебный современности человек {современности} 	 type:ANN 
откосник - Приспособление у грейдера {Приспособление} 	 type:NPN
отлив - понижение уровня открытого моря {понижение} 	 type:NNAN 
отпрыск - боковой побег растения {побег} 	 type:ANN 
отпыловка - Очистка от пыли {Очистка} 	 type:NPN
отроек - старого рой пчел {рой} 	 type:ANN 
отрок - Мальчик среднего возраста {Мальчик} 	 type:NAN
отросток - боковое ответвление растения {ответвление} 	 type:ANN 
отруби - Остатки от оболочки {Остатки} 	 type:NPN
отряд - Группа войск военных судов {Группа} 	 type:NNAN 
отрёпки - Остатки от обработки {Остатки} 	 type:NPN
отсвет - Блик на поверхности {Блик} 	 type:NPN
отсевки - остатки от просеивания {остатки} 	 type:NPN
отставка - увольнение со службы {увольнение} 	 type:NPN
отстрельщик - охотник на кого {охотник} 	 type:NPN
оттопки - Остатки от вытапливания {Остатки} 	 type:NPN
отходничество - уход из деревни {уход} 	 type:NPN
отчаяние - Состояние крайней безнадежности {Состояние} 	 type:NAN
отёл - Роды у коровы {Роды} 	 type:NPN
офит - Минерал род темно-зеленого мрамора {Минерал} 	 type:NNAN 
офицер - Лицо командного состава {Лицо} 	 type:NAN
официант - Работник ресторана столовой {Работник} 	 type:NNA 
офорт - Гравюра на меди {Гравюра} 	 type:NPN
охлократия - Господство толпы низших {Господство} 	 type:NNA 
охота - Добывание диких зверей {Добывание} 	 type:NAN
охранка - «Охранного отделения см {отделения} 	 type:ANN 
оцелот - кошка центральной Америки {кошка} 	 type:NAN
оцинковщик - Рабочий металлического производства {Рабочий} 	 type:NAN
очаг - Устройство для разведения {Устройство} 	 type:NPN
очелье - полукруглый лобовой щиток {щиток} 	 type:AAN 
очелье - лобовой щиток кокошника {щиток} 	 type:ANN 
очечник - Футляр для очков {Футляр} 	 type:NPN
ошмётки - остатки изношенного сапога {остатки} 	 type:NAN
павиан - Обезьяна из рода {Обезьяна} 	 type:NPN
павлин - птица из семейства {птица} 	 type:NPN
паволока - дорогой привозной ткани {ткани} 	 type:AAN 
пагода - храм (в Индии {храм} 	 type:NPN
паголенок - Чулок без ступни {Чулок} 	 type:NPN
падеж - грамматического имени (см {имени} 	 type:ANN 
падишах - Титул нек восточных монархов {Титул} 	 type:NNAN 
паенакопление - Накопление паевых взносов {Накопление} 	 type:NAN
пазник - Инструмент вроде долота {Инструмент} 	 type:NPN
пайщик - Член паевого товарищества {Член} 	 type:NAN
пак - плотный многолетний лед {лед} 	 type:AAN 
пакгауз - строение для хранения {строение} 	 type:NPN
паккамера - Цех писчебумажного производства {Цех} 	 type:NAN
палантин - Принадлежность женского туалета {Принадлежность} 	 type:NAN
палас - ковра без ворса {ковра} 	 type:NPN
палатка - помещение из ткани {помещение} 	 type:NPN
палач - условиях эксплоататорского общества {условиях} 	 type:NAN
палаш - длинная тяжелая сабля {сабля} 	 type:AAN 
палеолит - период каменного века {период} 	 type:NAN
палеонтология - Наука об ископаемых {Наука} 	 type:NPN
палец - подвижных конечных частей {частей} 	 type:AAN 
палец - конечных частей кисти {частей} 	 type:ANN 
палисад - забор из жердей {забор} 	 type:NPN
палисандр - древесина нек тропических деревьев {древесина} 	 type:NNAN 
палисандр - фиолетовая древесина нек {древесина} 	 type:ANN 
палия - рыба из рода {рыба} 	 type:NPN
палладий - металл серебристого цвета {металл} 	 type:NAN
палтус - Рыба из семейства {Рыба} 	 type:NPN
пальма - Растение жарких стран {Растение} 	 type:NAN
пальпитация - неправильное биение сердца {биение} 	 type:ANN 
пальто - одежды длинного покроя {одежды} 	 type:NAN
пампасы - равнинных травянистых степей {степей} 	 type:AAN 
панагия - знак православных епископов {знак} 	 type:NAN
паназиатизм - Политика японского империализма {Политика} 	 type:NAN
панама - широкополой плетеной шляпы {шляпы} 	 type:AAN 
панамериканизм - Идея политического объединения {Идея} 	 type:NAN
панариций - гнойное воспаление тканей {воспаление} 	 type:ANN 
панбархат - ткань род тонкого {ткань} 	 type:NNA 
пангерманизм - политика германской буржуазии {политика} 	 type:NAN
пандекты - Сборник решений римских юристов {Сборник} 	 type:NNAN 
панегирик - речь хвалебного содержания {речь} 	 type:NAN
панель - Настилка из камня {Настилка} 	 type:NPN
панибратство - отношение к кому {отношение} 	 type:NPN
панкреатин - панкреатический сок (см {сок} 	 type:ANN 
паноптикум - Музей восковых фигур {Музей} 	 type:NAN
пансион - среднее учебное заведение {заведение} 	 type:AAN 
пантовка - Охота на маралов {Охота} 	 type:NPN
пантограф - Прибор для снимания {Прибор} 	 type:NPN
панты - Рога молодых маралов {Рога} 	 type:NAN
папа - глава католической церкви {глава} 	 type:NAN
папах","папаха - косматая меховая шапка {шапка} 	 type:AAN 
папенька - почтительное обозначение отца {обозначение} 	 type:ANN 
папильотка - Бумажка для завивки {Бумажка} 	 type:NPN
папирус - многолетнее тростниковое растение {растение} 	 type:AAN 
папка - обложка для хранения {обложка} 	 type:NPN
папоротник - спорового бесцветкового растения {растения} 	 type:AAN 
папуасы - население Новой Гвинеи {население} 	 type:NAN
пар - состояние в к {состояние} 	 type:NPN
парабеллум - автоматического скорострельного пистолета {пистолета} 	 type:AAN 
параллелепипед - Шестигранник у к {Шестигранник} 	 type:NPN
парасоль - Моноплан особого устройства {Моноплан} 	 type:NAN
параф - Росчерк в подписи {Росчерк} 	 type:NPN
парафимоз - Воспаление крайней плоти {Воспаление} 	 type:NAN
парашют - Прибор для замедления {Прибор} 	 type:NPN
парилка - Приспособление для парения {Приспособление} 	 type:NPN
паркет - пространство для содержания {пространство} 	 type:NPN
парламент - законодательное представительное собрание {собрание} 	 type:AAN 
парламентаризм - Система государственного управления {Система} 	 type:NAN
парник - Котел для распаривания {Котел} 	 type:NPN
парооттайка - Приспособление для подогрева {Приспособление} 	 type:NPN
пароочиститель - Орудие для очистки {Орудие} 	 type:NPN
пароперегреватель - Прибор для получения {Прибор} 	 type:NPN
паросборник - паропровод в котельной {паропровод} 	 type:NPN
партбилет - Билет члена коммунистической партии {Билет} 	 type:NNAN 
партеногенез","партеногенезис - Размножение без оплодотворения {Размножение} 	 type:NPN
партер - этаж зрительного зала {этаж} 	 type:NAN
партиец - Член коммунистической партии {Член} 	 type:NAN
партизан - Участник партизанской войны {Участник} 	 type:NAN
партикуляризм - Стремление (отдельных частей {Стремление} 	 type:NAN
партколлегия - Коллегия при комиссии {Коллегия} 	 type:NPN
партминимум - Минимум политических знаний {Минимум} 	 type:NAN
партячейка - первичной партийной организации {организации} 	 type:AAN 
парфорс - ошейник для дрессировки {ошейник} 	 type:NPN
парцелла - маленький земельный участок {участок} 	 type:AAN 
пасмо - частей на к {частей} 	 type:NPN
пасочница - пирамиды для изготовления {пирамиды} 	 type:NPN
паспарту - рамка для рисунков {рамка} 	 type:NPN
пастбище - Луг для выгона {Луг} 	 type:NPN
паства - Группа верующих руководимых {Группа} 	 type:NNA 
пастель - карандаши для живописи {карандаши} 	 type:NPN
пастеризатор - Аппарат для пастеризации {Аппарат} 	 type:NPN
пастила - сластей тестообразного вида {сластей} 	 type:NAN
пастилаж - произведение из глины {произведение} 	 type:NPN
пасть - Западня для ловли {Западня} 	 type:NPN
пасха - праздник у евреев {праздник} 	 type:NPN
пасхалия - Таблица для определения {Таблица} 	 type:NPN
патетика - Присутствие чего патетического {Присутствие} 	 type:NNA 
патока - тягучее сладкое вещество {вещество} 	 type:AAN 
патриархальщина - Пережитки патриархальных отношений {Пережитки} 	 type:NAN
патриаршество - Система церковного управления {Система} 	 type:NAN
патрица - изображение печатного знака {изображение} 	 type:NAN
патрубок - Труба небольшой длины {Труба} 	 type:NAN
паузок - судно на к {судно} 	 type:NPN
педагогичка - Слушательница педагогических курсов {Слушательница} 	 type:NAN
педерастия - половые отношения мужчины {отношения} 	 type:ANN 
пединститут - педагогическое учебное заведение {заведение} 	 type:AAN 
педпрактика - практика (у студентов {практика} 	 type:NPN
пекарня - Заведение для выпечки {Заведение} 	 type:NPN
пеленгатор - Прибор для пеленгования {Прибор} 	 type:NPN
пелькомпас - Компас для пеленгования {Компас} 	 type:NPN
пемза - легкое вулканическое вещество {вещество} 	 type:AAN 
пенал - ящичек для хранения {ящичек} 	 type:NPN
пенка - огнестойкий минеральный материал {материал} 	 type:AAN 
пенка - пленка на поверхности {пленка} 	 type:NPN
пеночка - птица из семейства {птица} 	 type:NPN
пентюх - неотесанный грубоватый человек {человек} 	 type:AAN 
пенька - волокно из стебля {волокно} 	 type:NPN
пенькопрядение - Изготовление пеньковой пряжи {Изготовление} 	 type:NAN
пепермент","пеперминт - Средство от кашля {Средство} 	 type:NPN
пепсин - железами слизистой оболочки {железами} 	 type:NAN
первопричина - исходная причина чего {причина} 	 type:ANN 
перевясло - соломы для перевязки {соломы} 	 type:NPN
перегонка - Разложение веществ (жидких {Разложение} 	 type:NNA 
перед","перёд - лицевая сторона чего {сторона} 	 type:ANN 
передвижничество - направление русской живописи {направление} 	 type:NAN
передник - Одежда разного покроя {Одежда} 	 type:NAN
пережим - сужение рудной жилы {сужение} 	 type:NAN
перезол - Применение излишнего количества {Применение} 	 type:NAN
перекапитализация - Увеличение акционерного капитала {Увеличение} 	 type:NAN
перелог - условиях экстенсивного хозяйства {условиях} 	 type:NAN
перемирие - Прекращение военных действий {Прекращение} 	 type:NAN
перепел - птица из семейства {птица} 	 type:NPN
пересуд - вторичное судебное разбирательство {разбирательство} 	 type:AAN 
пересуд - судебное разбирательство (старин {разбирательство} 	 type:ANN 
перетопки - Остатки от вытопки {Остатки} 	 type:NPN
переторжка - торги на к {торги} 	 type:NPN
перец - Растение из семейства {Растение} 	 type:NPN
перкаль - ткань полотняного переплетения {ткань} 	 type:NAN
перкуссия - Выстукивание человеческого тела {Выстукивание} 	 type:NAN
перо - образование у птиц {образование} 	 type:NPN
персик - сочный мясистый фрукт {фрукт} 	 type:AAN 
перстень - Кольцо с каким {Кольцо} 	 type:NPN
пертурбация - переворот в чем {переворот} 	 type:NPN
перхоть - частички чешуйки роговых клеток {частички} 	 type:NNAN 
першерон - Лошадь особой породы {Лошадь} 	 type:NAN
песколовушка - Аппарат для очистки {Аппарат} 	 type:NPN
песок - скопление мелких зерен {скопление} 	 type:NAN
песочница - Прибор для посыпания {Прибор} 	 type:NPN
пессимист - Сторонник философского пессимизма {Сторонник} 	 type:NAN
пест - палка для размельчения {палка} 	 type:NPN
пестик - половой орган цветка {орган} 	 type:ANN 
пестрянка - бабочка яркой окраски {бабочка} 	 type:NAN
петлюровщина - Период гражданской войны {Период} 	 type:NAN
петунья - растение семейства пасленовых {растение} 	 type:NNA 
пехотинец - Военнослужащий пехотной части {Военнослужащий} 	 type:NAN
печенеги - народ тюркского происхождения {народ} 	 type:NAN
пешка - Шашка низшей ценности {Шашка} 	 type:NAN
пиано - полную силу звука {силу} 	 type:ANN 
пиастр - Монета разной ценности {Монета} 	 type:NAN
пигмей - Человек крошечного роста {Человек} 	 type:NAN
пиетизм - течение среди протестантов {течение} 	 type:NPN
пика - карта пиковой масти {карта} 	 type:NAN
пикет - игра в карты {игра} 	 type:NPN
пикколо - нек музыкальных инструментов {нек} 	 type:NAN
пикник - Человек пикнического типа {Человек} 	 type:NAN
пикнометр - Прибор для определения {Прибор} 	 type:NPN
пиковка - карта пиковой масти {карта} 	 type:NAN
пиксафон - мыла для мытья {мыла} 	 type:NPN
пиксафон - жидкого дегтярного мыла {мыла} 	 type:AAN 
пила - Инструмент для разрезания {Инструмент} 	 type:NPN
пилотка - головной убор пилота {убор} 	 type:ANN 
пимы - северных народов СССР {народов} 	 type:ANN 
пингвин - птица полярных стран {птица} 	 type:NAN
пиния - дерево зонтикообразной формы {дерево} 	 type:NAN
пинцет - щипцы для захватывания {щипцы} 	 type:NPN
пинчер - Собака английской породы {Собака} 	 type:NAN
пирожное - изделие небольших размеров {изделие} 	 type:NAN
пирометр - Прибор для измерения {Прибор} 	 type:NPN
пиротехника - Искусство изготовления горючих {Искусство} 	 type:NNA 
писарь - служащий для составления {служащий} 	 type:NPN
писсуар - Раковина в уборной {Раковина} 	 type:NPN
пистолет - ручное огнестрельное оружие {оружие} 	 type:AAN 
пихта - крупное хвойное дерево {дерево} 	 type:AAN 
пиццикато - звуки из струны {звуки} 	 type:NPN
пищаль - инструмент вроде дудочки {инструмент} 	 type:NPN
пищаль - духовой музыкальный инструмент {инструмент} 	 type:AAN 
пищик - Дудочка для подманивания {Дудочка} 	 type:NPN
пищухи - птиц из отряда {птиц} 	 type:NPN
пиэлит - Воспаление почечных лоханок {Воспаление} 	 type:NAN
плавки - Трусики для плаванья {Трусики} 	 type:NPN
плавник - наружный орган плавания {орган} 	 type:ANN 
планеродром - Площадка для взлета {Площадка} 	 type:NPN
планиметр - Прибор для измерения {Прибор} 	 type:NPN
планиметрия - Отдел элементарной геометрии {Отдел} 	 type:NAN
плантация - капиталистическое земледельческое хозяйство {хозяйство} 	 type:AAN 
планшет - пластинка для застежки {пластинка} 	 type:NPN
планёр - аппарат без мотора {аппарат} 	 type:NPN
пластилин - Масса из глины {Масса} 	 type:NPN
пластина - полоса какого твердого {полоса} 	 type:NNA 
пластинчатожаберные - водяных животных типа {животных} 	 type:ANN 
платина - металл белого цвета {металл} 	 type:NAN
платинат - Соль платиновой кислоты {Соль} 	 type:NAN
платформа - площадка из какого {площадка} 	 type:NPN
платьевщица - Работница швейного производства {Работница} 	 type:NAN
плац - Площадь для парадов {Площадь} 	 type:NPN
плащ - одежда без рукавов {одежда} 	 type:NPN
плащаница - четырехугольный кусок ткани {кусок} 	 type:ANN 
плебейство - языке буржуазно среды {языке} 	 type:NAN
плевальница","плевательница - Сосуд в к {Сосуд} 	 type:NPN
плед - теплый шерстяной платок {платок} 	 type:AAN 
плетень - изгородь из прутьев {изгородь} 	 type:NPN
плие - старинных карточных играх {играх} 	 type:AAN 
плиссе - складки на материи {складки} 	 type:NPN
плита - ровный четырехугольный кусок {кусок} 	 type:AAN 
плита - четырехугольный кусок камня {кусок} 	 type:ANN 
плица - Прибор для отливки {Прибор} 	 type:NPN
плодник - орган цветковых растений {орган} 	 type:NAN
плодосбор - Сбор плодов сельскохозяйственных продуктов {Сбор} 	 type:NNAN 
плодосушилка - Машина для сушки {Машина} 	 type:NPN
плодосъём - Приспособление для снимания {Приспособление} 	 type:NPN
плодохранилище - Помещение для хранения {Помещение} 	 type:NPN
пломбир - Приспособление для накладывания {Приспособление} 	 type:NPN
плюгавец - человек дрянной человек {человек} 	 type:NAN
плюмаж - Украшение из перьев {Украшение} 	 type:NPN
плюшкин - Человек у к {Человек} 	 type:NPN
плюшкинство - болезненная скупость см {скупость} 	 type:ANN 
плющильник - Рабочий металлического производства {Рабочий} 	 type:NAN
побасенка - забавный занимательный рассказец {рассказец} 	 type:AAN 
побег - уход (из места {уход} 	 type:NPN
поблажка - отношение к кому {отношение} 	 type:NPN
поварёшка - ложка для разливания {ложка} 	 type:NPN
повеление - Указ верховной власти {Указ} 	 type:NAN
поверхность - верхняя сторона предмета {сторона} 	 type:ANN 
повидло - сладкое вещество род {вещество} 	 type:ANN 
повилика - растение из семейства {растение} 	 type:NPN
повинность - Обязанность крестьянского населения {Обязанность} 	 type:NAN
повойник - убор у крестьянок {убор} 	 type:NPN
повременка - Система повременной оплаты {Система} 	 type:NAN
повстанец - Участник восстания партизанского движения {Участник} 	 type:NNAN 
поганец - презренный мелкий человек {человек} 	 type:AAN 
поганка - ядовитый несъедобный гриб {гриб} 	 type:AAN 
погребщик - Хозяин винного погреба {Хозяин} 	 type:NAN
под - поверхность в печи {поверхность} 	 type:NPN
подавальщик - Служащий в столовой {Служащий} 	 type:NPN
подблюдник - подставка для блюда {подставка} 	 type:NPN
подворотня - Доска для закладыванья {Доска} 	 type:NPN
подворье - Дом в городе {Дом} 	 type:NPN
поддон - Поддонник для ловли {Поддонник} 	 type:NPN
поддонник - Подставка для сосуда {Подставка} 	 type:NPN
поддувало - Отверстие в печи {Отверстие} 	 type:NPN
поддёвка - одежда род легкого пальто {одежда} 	 type:NNAN 
поддёвка - верхняя одежда род {одежда} 	 type:ANN 
подий - домах древних римлян {домах} 	 type:NAN
подкаменщик - рыба из породы {рыба} 	 type:NPN
подкидыш - Ребенок неизвестных родителей {Ребенок} 	 type:NAN
подклет - этаж крестьянской избы {этаж} 	 type:NAN
подкулачник - условиях классового расслоения {условиях} 	 type:NAN
подледник - Снасть для ловли {Снасть} 	 type:NPN
подмыль - раствор особого состава {раствор} 	 type:NAN
поднаряд - Подкладка из ткани {Подкладка} 	 type:NPN
подножка - ступенька (у вагонов {ступенька} 	 type:NPN
подносчик - Лицо на обязанности {Лицо} 	 type:NPN
поднырка - Брак в ткани {Брак} 	 type:NPN
подовик - кирпич для пода {кирпич} 	 type:NPN
подогреватель - Прибор для подогревания {Прибор} 	 type:NPN
подоплёка - Подкладка у рубахи {Подкладка} 	 type:NPN
подорожная - появления железнодорожного сообщения {появления} 	 type:NAN
подорожник - сорная луговая трава {трава} 	 type:AAN 
подпалина - пятно на шерсти {пятно} 	 type:NPN
подпекарь - Пекарь простых изделий {Пекарь} 	 type:NAN
подпруга - ремень у седла {ремень} 	 type:NPN
подпятник - Приспособление для опоры {Приспособление} 	 type:NPN
подпяточник - Приспособление для опоры {Приспособление} 	 type:NPN
подсвечник - Подставка для свечи {Подставка} 	 type:NPN
подсека - место для пашни {место} 	 type:NPN
подснежник - Растение из семейства {Растение} 	 type:NPN
подстанция - установка для преобразования {установка} 	 type:NPN
подстрекательство - Побуждение к чему {Побуждение} 	 type:NPN
подсумок - сумка для патронов {сумка} 	 type:NPN
подтирушка - Тряпка для подтирания {Тряпка} 	 type:NPN
подтоварник - еловые бревна жерди {бревна} 	 type:ANN 
подтопок - печка для отопления {печка} 	 type:NPN
подходчик - Рабочий кожевенного производства {Рабочий} 	 type:NAN
подъёмник - Механизм для подъема {Механизм} 	 type:NPN
поезжанин - Участник свадебного поезда {Участник} 	 type:NAN
позитив - Снимок с негатива {Снимок} 	 type:NPN
позитивизм - субъективно философского направления {направления} 	 type:AAN 
позём - Навоз для удобрения {Навоз} 	 type:NPN
поилка - Сосуд из к {Сосуд} 	 type:NPN
пойло - Питье для скота {Питье} 	 type:NPN
пойнтер - собака из породы {собака} 	 type:NPN
пол - настил внутри помещения {настил} 	 type:NPN
полати - нары для спанья {нары} 	 type:NPN
поленица - русском былевом эпосе {эпосе} 	 type:AAN 
полива - Состав для обмазки {Состав} 	 type:NPN
полиграфист - Рабочий полиграфического производства {Рабочий} 	 type:NAN
полиневрит - воспаление периферических нервов {воспаление} 	 type:NAN
полип - особей кишечнополостных животных {особей} 	 type:NAN
полировальник - Инструмент для полировки {Инструмент} 	 type:NPN
полисмен - Полицейский в Англии {Полицейский} 	 type:NPN
политеист - Приверженец политеистической религии {Приверженец} 	 type:NAN
политехник - Студент политехнического института {Студент} 	 type:NAN
политехникум - различных учебных заведений {заведений} 	 type:AAN 
политика - Деятельность государственной власти {Деятельность} 	 type:NAN
политминимум - минимум политических знаний {минимум} 	 type:NAN
политрук - звание военно-политического состава {звание} 	 type:NAN
политчас - Время для занятий {Время} 	 type:NPN
политэконом - Специалист по политэкономии {Специалист} 	 type:NPN
полифтонг - стоящих гласных звуков {звуков} 	 type:AAN 
половик - коврик из тряпок {коврик} 	 type:NPN
половина - частей на к {частей} 	 type:NPN
половица - Доска из числа {Доска} 	 type:NPN
полольник - Орудие для разрыхления {Орудие} 	 type:NPN
полонез - польский торжественный танец {танец} 	 type:AAN 
полоса - длинный узкий кусок {кусок} 	 type:AAN 
полоса - узкий кусок чего {кусок} 	 type:ANN 
полотенце - длинная полоса ткани {полоса} 	 type:ANN 
полоть - Половина мясной туши {Половина} 	 type:NAN
полпред - дипломатический представитель СССР {представитель} 	 type:ANN 
полпредство - дипломатическое представительство СССР {представительство} 	 type:ANN 
полувагон - вагон без крыши {вагон} 	 type:NPN
полудева - Девушка порочного поведения {Девушка} 	 type:NAN
полузащитник - Член команды (футбольной {Член} 	 type:NNA 
полуимпериал - монета царской России {монета} 	 type:NAN
полупальто - пальто особого фасона {пальто} 	 type:NAN
полустишие - частей на к {частей} 	 type:NPN
полутон - интервал темперированной гаммы {интервал} 	 type:NAN
полутораплан - Аэроплан у к {Аэроплан} 	 type:NPN
полушарие - Половина геометрического шара {Половина} 	 type:NAN
полынья - участок ледяной поверхности {участок} 	 type:NAN
пользователь - Лицо у к {Лицо} 	 type:NPN
поляризатор - Прибор для поляризации {Прибор} 	 type:NPN
полярник - Участник полярных экспедиций {Участник} 	 type:NAN
пом - Помощник какого должностного лица {Помощник} 	 type:NNAN 
померанец - плодовое дерево родом {дерево} 	 type:ANN 
помилование - Освобождение от наказания {Освобождение} 	 type:NPN
помои - вода после мытья {вода} 	 type:NPN
помойник - Ведро для помоев {Ведро} 	 type:NPN
поморы - население побережья Белого моря {население} 	 type:NNAN 
поморы - русское население побережья {население} 	 type:ANN 
пони - Лошадь малорослой породы {Лошадь} 	 type:NAN
понтон - составная лодка (см {лодка} 	 type:ANN 
понтонёр - Военнослужащий понтонной части {Военнослужащий} 	 type:NAN
поповка - дореволюционном русском флоте {флоте} 	 type:AAN 
поповка - Место у церкви {Место} 	 type:NPN
попона - покрывало для лошадей {покрывало} 	 type:NPN
попрание - пренебрежение к чему {пренебрежение} 	 type:NPN
попугай - птица тропических стран {птица} 	 type:NAN
пора - отверстие потовых желез {отверстие} 	 type:NAN
пора - время для чего {время} 	 type:NPN
пораженчество - Политика революционной партии {Политика} 	 type:NAN
пораменье - Местность около леса {Местность} 	 type:NPN
порезник - травянистое двулетнее растение {растение} 	 type:AAN 
поречник - Тропинка вдоль берега {Тропинка} 	 type:NPN
поречье - Местность вдоль течения {Местность} 	 type:NPN
порнограф - Любитель порнографии порнографической литературы {Любитель} 	 type:NNAN 
поросятник - Хлев для поросят {Хлев} 	 type:NPN
пороховница - Сумка для пороха {Сумка} 	 type:NPN
порошица - отверстие заднего прохода {отверстие} 	 type:NAN
портвейн - крепкого виноградного вина {вина} 	 type:AAN 
портер - горьковатого черного пива {пива} 	 type:AAN 
портмоне - кошелек для денег {кошелек} 	 type:NPN
портплед - Чехол для пледа {Чехол} 	 type:NPN
порттабак - Коробочка для ношения {Коробочка} 	 type:NPN
портупей-юнкер - Звание старшего юнкера {Звание} 	 type:NAN
порука - Ручательство в чем {Ручательство} 	 type:NPN
порционист - Рабочий консервного производства {Рабочий} 	 type:NAN
посконина - холст из поскони {холст} 	 type:NPN
послание - обращение к кому {обращение} 	 type:NPN
пословица - образное законченное изречение {изречение} 	 type:AAN 
посол - представитель высшего ранга {представитель} 	 type:NAN
поссессор - Владелец поссессионного завода {Владелец} 	 type:NAN
постав - Пара мельничных жерновов {Пара} 	 type:NAN
поставец - шкафа для посуды {шкафа} 	 type:NPN
постель - Принадлежности для спанья {Принадлежности} 	 type:NPN
постельник - мешок в к {мешок} 	 type:NPN
посуда - Предметы домашнего обихода {Предметы} 	 type:NAN
потачка - отношение к чему {отношение} 	 type:NPN
поток - текущая водная масса {масса} 	 type:AAN 
